outlet_id,city,tier,archetype,outlet_type,zone,outlet_age_months,total_revenue_18m,avg_monthly_revenue,avg_monthly_orders,avg_order_value,avg_net_margin_pct,avg_contribution_pct,avg_food_cost_pct,avg_rating,avg_complaint_rate,avg_repeat_pct,avg_waste_rate,avg_upsell_rate,avg_staff_turnover,total_manager_changes,avg_training_hours,last_3m_avg_revenue,first_3m_avg_revenue,revenue_trend_pct,composite_score,performance_rank,performance_tier,intervention_action,cluster,cluster_label,pca_1,pca_2,kmeans_cluster,pca_component_1,pca_component_2,silhouette_score
OT003,Ahmedabad,2,struggling,Standalone,South,46,1902222.0,105679.0,249.0,424.0,-31.0,41.0,31.5,3.5,15.1,42.6,25.9,29.2,10.5,3,6.1,101243.0,107588.0,-5.9,35.3,69,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-2.833194984868976,-0.4010539683142003,0,-2.833194984868976,-0.4010539683142003,0.4758161423140077
OT009,Chennai,2,struggling,Standalone,Central,17,2037798.0,113211.0,255.0,444.0,-25.8,41.2,31.6,3.49,14.8,42.7,24.7,27.9,12.9,3,5.5,108724.0,110099.0,-1.2,34.8,70,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-3.0662499409243273,-0.7637201341383067,0,-3.0662499409243273,-0.7637201341383067,0.40782014277425604
OT075,Kolkata,2,struggling,Standalone,North,44,1698072.0,94337.0,234.0,403.0,-40.1,41.2,31.5,3.49,15.6,44.0,24.5,26.8,11.4,1,5.9,84062.0,94358.0,-10.9,34.2,71,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-2.8676825525494465,-0.034333378025274884,0,-2.8676825525494465,-0.034333378025274884,0.41199558207097803
OT077,Ahmedabad,2,struggling,Standalone,Central,51,1887485.0,104860.0,246.0,426.0,-31.2,41.4,31.5,3.5,14.9,42.3,24.9,28.0,13.4,1,5.7,103202.0,97964.0,5.3,33.8,72,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-3.0252035118779914,-0.5673702881300374,0,-3.0252035118779914,-0.5673702881300374,0.34512619859208177
OT010,Kolkata,2,struggling,Standalone,Central,31,1733640.0,96313.0,233.0,413.0,-38.2,40.9,31.5,3.51,15.5,42.4,25.3,27.5,13.2,3,5.9,84984.0,91693.0,-7.3,33.1,73,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-3.3783316595888824,-0.27750780976140227,0,-3.3783316595888824,-0.27750780976140227,0.4009109287006037
OT055,Chandigarh,3,struggling,Standalone,Central,9,1321560.0,73420.0,207.0,355.0,-21.0,40.9,31.4,3.5,15.4,44.3,25.9,27.8,12.3,2,6.9,73510.0,70681.0,4.0,32.2,74,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-3.057314659452821,-1.190290272919116,0,-3.057314659452821,-1.190290272919116,0.28798192212891993
OT004,Lucknow,3,struggling,Standalone,Central,52,1204434.0,66913.0,195.0,344.0,-26.7,41.1,31.5,3.49,15.1,43.4,25.1,27.5,11.9,2,5.9,63655.0,66615.0,-4.4,31.5,75,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-3.166340031505206,-1.290448161115223,0,-3.166340031505206,-1.290448161115223,0.45016869641854823
OT031,Lucknow,3,struggling,Standalone,West,9,1216576.0,67588.0,196.0,345.0,-26.2,41.2,31.5,3.51,14.5,42.8,26.2,27.2,12.0,3,6.0,58887.0,67505.0,-12.8,31.4,76,TIER 3 — Needs Improvement,HIGH — Action Plan Within 1 Month,0,Cluster C — Needs Improvement,-3.230757483605238,-0.960129647851736,0,-3.230757483605238,-0.960129647851736,0.3608937737504206
OT068,Delhi,1,critical,Food Court,East,59,1699325.0,94407.0,182.0,517.0,-90.2,39.0,31.5,3.08,18.7,36.2,31.2,23.4,15.4,2,4.9,88459.0,94875.0,-6.8,27.2,77,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-5.736496762149107,1.7338865604677525,2,-5.736496762149107,1.7338865604677525,0.33485913130205125
OT044,Mumbai,1,critical,Mall,West,14,1836284.0,102016.0,185.0,552.0,-81.0,39.4,31.6,3.11,19.8,36.4,30.5,23.4,16.1,4,4.2,93498.0,95280.0,-1.9,27.2,77,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-5.998751643838287,1.1551082931477732,2,-5.998751643838287,1.1551082931477732,0.24854210870129226
OT013,Hyderabad,1,critical,Standalone,South,12,1416190.0,78677.0,165.0,478.0,-115.2,39.3,31.6,3.11,19.9,35.7,30.9,22.9,15.3,3,4.7,70917.0,77885.0,-8.9,25.7,79,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-6.2194543134426805,0.9662597199803916,2,-6.2194543134426805,0.9662597199803916,0.29572625641404626
OT054,Hyderabad,1,critical,Standalone,East,4,1520015.0,84445.0,172.0,492.0,-105.5,39.1,31.5,3.11,18.4,34.9,30.4,21.6,16.2,2,3.9,75061.0,74039.0,1.4,25.7,79,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-6.342043286838199,1.210198963062894,2,-6.342043286838199,1.210198963062894,0.4057349232988128
OT074,Bangalore,1,critical,Food Court,West,14,1565235.0,86957.0,174.0,500.0,-101.2,39.5,31.5,3.07,18.5,34.9,31.7,22.7,16.2,1,4.0,87994.0,86277.0,2.0,25.4,81,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-6.134389933462562,1.3656742937198516,2,-6.134389933462562,1.3656742937198516,0.3438820567318776
OT063,Pune,2,critical,Standalone,South,30,1221933.0,67885.0,157.0,433.0,-72.8,39.4,31.4,3.12,20.3,34.0,31.7,21.9,15.7,3,4.0,65747.0,64166.0,2.5,23.7,82,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-6.496821477439429,0.6544957129041077,2,-6.496821477439429,0.6544957129041077,0.3528880030778122
OT008,Kolkata,2,critical,Food Court,North,58,913921.0,50773.0,130.0,390.0,-111.0,39.3,31.3,3.09,17.9,34.9,30.5,22.1,16.0,3,4.1,45459.0,54750.0,-17.0,23.1,83,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-6.586742539187,1.7623925473550626,2,-6.586742539187,1.7623925473550626,0.2466666993280346
OT036,Jaipur,3,critical,Highway,North,34,763656.0,42425.0,119.0,357.0,-68.8,39.3,31.4,3.11,20.5,33.5,30.3,21.7,14.8,4,4.5,41882.0,43634.0,-4.0,22.6,84,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-6.561575842570732,-0.12078355008038454,2,-6.561575842570732,-0.12078355008038454,0.32622626350831324
OT081,Lucknow,3,critical,Mall,East,14,707521.0,39307.0,116.0,337.0,-78.0,39.3,31.5,3.09,18.4,35.5,30.9,23.2,15.4,4,4.2,36826.0,41201.0,-10.6,22.3,85,TIER 4 — Critical Risk,IMMEDIATE — Exit or Restructure,2,Cluster D — Critical Risk,-6.4015404534599645,-0.43607754339399113,2,-6.4015404534599645,-0.43607754339399113,0.2717124317094663
