outlet_id,month,total_orders,revenue,gross_revenue,total_discount,total_food_cost,total_packaging_cost,total_agg_commission,total_contribution,avg_order_value,avg_delivery_time,avg_prep_time,avg_rating,total_complaints,total_waste_flags,repeat_customers,new_customers,upsell_orders,is_weekend_orders,is_holiday_orders,food_cost_pct,packaging_cost_pct,commission_cost_pct,discount_pct,contribution_margin_pct,complaint_rate,waste_rate,repeat_customer_pct,upsell_rate,tier,city,archetype,outlet_type,zone,rental_cost,net_margin,net_margin_pct,month_num
OT021,2024-05,313,159721.23,169276.69,9555.460000000001,50208.77,10450.0,33168.78,65893.68,510.29,29.93,14.348242811501597,3.5,48,66,132,181,75,103,8,31.44,6.54,20.77,5.64,41.26,15.34,21.09,42.17,23.96,1,Bangalore,struggling,Standalone,North,120000,-54106.32,-33.88,17
OT021,2024-06,274,138250.26,145374.92,7124.66,43490.09,9017.5,29305.4,56437.27,504.56,29.56,14.41970802919708,3.51,44,66,121,153,63,124,9,31.46,6.52,21.2,4.9,40.82,16.06,24.09,44.16,22.99,1,Bangalore,struggling,Standalone,North,120000,-63562.73,-45.98,18
OT022,2023-01,780,394572.09,404902.75,10330.66,124807.21,24858.0,65133.68,179773.2,505.86,25.85,12.667948717948718,4.27,68,99,448,332,290,243,27,31.63,6.3,16.51,2.55,45.56,8.72,12.69,57.44,37.18,1,Hyderabad,star,Mall,Central,120000,59773.2,15.15,1
OT022,2023-02,662,336676.54,344536.31,7859.7699999999995,105681.5,21423.6,55323.44,154248.0,508.57,25.62,12.43202416918429,4.29,41,82,377,285,249,224,0,31.39,6.36,16.43,2.28,45.81,6.19,12.39,56.95,37.61,1,Hyderabad,star,Mall,Central,120000,34248.0,10.17,2
OT022,2023-03,782,397665.91,409863.75,12197.84,125247.42,25388.4,62187.7,184842.39,508.52,25.64,12.407928388746804,4.3,68,109,439,343,301,226,57,31.5,6.38,15.64,2.98,46.48,8.7,13.94,56.14,38.49,1,Hyderabad,star,Mall,Central,120000,64842.39,16.31,3
OT022,2023-04,704,359239.24,365423.9,6184.66,113685.59,22622.4,58338.38,164592.87,510.28,25.86,12.549715909090908,4.32,48,94,401,303,249,254,63,31.65,6.3,16.24,1.69,45.82,6.82,13.35,56.96,35.37,1,Hyderabad,star,Mall,Central,120000,44592.87,12.41,4
OT022,2023-05,630,299125.98,306334.09,7208.11,94308.58,19081.2,51976.47,133759.73,474.8,25.88,12.698412698412698,4.26,38,71,365,265,218,190,28,31.53,6.38,17.38,2.35,44.72,6.03,11.27,57.94,34.6,1,Hyderabad,star,Mall,Central,120000,13759.73,4.6,5
OT022,2023-06,624,310483.65,318565.87,8082.22,98334.6,19567.2,50703.75,141878.1,497.57,26.32,12.490384615384615,4.27,39,97,350,274,235,209,0,31.67,6.3,16.33,2.54,45.7,6.25,15.54,56.09,37.66,1,Hyderabad,star,Mall,Central,120000,21878.1,7.05,6
OT022,2023-07,768,399866.33,409139.87,9273.54,126194.94,24901.2,65287.46,183482.73,520.66,26.29,12.5703125,4.32,48,112,444,324,302,288,0,31.56,6.23,16.33,2.27,45.89,6.25,14.58,57.81,39.32,1,Hyderabad,star,Mall,Central,120000,63482.73,15.88,7
OT022,2023-08,759,406868.69,416231.97,9363.28,128264.96,25462.8,66383.52,186757.41,536.06,25.95,12.578392621870883,4.27,65,94,419,340,308,235,26,31.52,6.26,16.32,2.25,45.9,8.56,12.38,55.2,40.58,1,Hyderabad,star,Mall,Central,120000,66757.41,16.41,8
OT022,2023-09,737,376873.87,385054.89,8181.02,118631.02,23858.4,61202.55,173181.9,511.36,25.24,12.519674355495251,4.28,55,93,416,321,280,269,0,31.48,6.33,16.24,2.12,45.95,7.46,12.62,56.45,37.99,1,Hyderabad,star,Mall,Central,120000,53181.9,14.11,9
OT022,2023-10,841,418705.15,428514.93,9809.78,131948.22,26462.4,68162.57,192131.96,497.87,25.71,12.560047562425684,4.29,54,109,501,340,310,298,53,31.51,6.32,16.28,2.29,45.89,6.42,12.96,59.57,36.86,1,Hyderabad,star,Mall,Central,120000,72131.96,17.23,10
OT022,2023-11,842,433923.21,443958.12,10034.91,136731.04,27297.6,70553.07,199341.5,515.35,25.43,12.7541567695962,4.3,57,112,472,370,311,246,70,31.51,6.29,16.26,2.26,45.94,6.77,13.3,56.06,36.94,1,Hyderabad,star,Mall,Central,120000,79341.5,18.28,11
OT022,2023-12,846,414261.77,422977.6,8715.83,130091.28,26162.4,68996.49,189011.6,489.67,25.98,12.360520094562649,4.31,58,126,482,364,338,289,32,31.4,6.32,16.66,2.06,45.63,6.86,14.89,56.97,39.95,1,Hyderabad,star,Mall,Central,120000,69011.6,16.66,12
OT022,2024-01,684,355525.2,365603.82,10078.62,111762.72,22634.4,58718.39,162409.69,519.77,26.19,12.596491228070175,4.31,50,81,392,292,241,195,32,31.44,6.37,16.52,2.76,45.68,7.31,11.84,57.31,35.23,1,Hyderabad,star,Mall,Central,120000,42409.69,11.93,13
OT022,2024-02,701,358906.86,368655.06,9748.2,113385.27,22782.0,62132.04,160607.55,511.99,25.77,12.661911554921542,4.29,47,102,418,283,263,222,0,31.59,6.35,17.31,2.64,44.75,6.7,14.55,59.63,37.52,1,Hyderabad,star,Mall,Central,120000,40607.55,11.31,14
OT022,2024-03,749,372256.5,381118.76,8862.26,117638.29,23391.6,62114.88,169111.73,497.0,25.82,12.532710280373832,4.29,56,88,407,342,292,270,56,31.6,6.28,16.69,2.33,45.43,7.48,11.75,54.34,38.99,1,Hyderabad,star,Mall,Central,120000,49111.73,13.19,15
OT022,2024-04,727,367243.21,375032.45,7789.24,115767.66,23280.0,61749.93,166445.62,505.15,25.55,12.563961485557083,4.29,53,100,425,302,272,229,35,31.52,6.34,16.81,2.08,45.32,7.29,13.76,58.46,37.41,1,Hyderabad,star,Mall,Central,120000,46445.62,12.65,16
OT022,2024-05,694,357771.58,366841.05,9069.47,112536.4,22830.0,57366.64,165038.54,515.52,26.14,12.51585014409222,4.23,43,85,377,317,258,226,28,31.45,6.38,16.03,2.47,46.13,6.2,12.25,54.32,37.18,1,Hyderabad,star,Mall,Central,120000,45038.54,12.59,17
OT022,2024-06,634,305974.3,313934.8,7960.5,96569.18,19644.0,49593.79,140167.33,482.61,25.86,12.563091482649842,4.24,41,78,354,280,219,250,25,31.56,6.42,16.21,2.54,45.81,6.47,12.3,55.84,34.54,1,Hyderabad,star,Mall,Central,120000,20167.33,6.59,18
OT023,2023-01,411,173438.43,179171.96,5733.53,54676.61,11090.0,31005.87,76665.95,421.99,27.83,13.391727493917275,3.88,45,70,202,209,124,142,12,31.53,6.39,17.88,3.2,44.2,10.95,17.03,49.15,30.17,2,Kolkata,stable,Mall,West,75000,1665.95,0.96,1
OT023,2023-02,352,143112.03,146671.24,3559.21,44999.35,9109.0,26006.94,62996.74,406.57,26.98,13.40625,3.99,42,62,193,159,115,108,0,31.44,6.36,18.17,2.43,44.02,11.93,17.61,54.83,32.67,2,Kolkata,stable,Mall,West,75000,-12003.26,-8.39,2
OT023,2023-03,404,151462.72,155973.94,4511.22,47574.5,9672.0,26102.08,68114.14,374.91,26.45,12.985148514851485,3.89,43,74,184,220,139,117,39,31.41,6.39,17.23,2.89,44.97,10.64,18.32,45.54,34.41,2,Kolkata,stable,Mall,West,75000,-6885.86,-4.55,3
OT023,2023-04,383,156064.06,161468.11,5404.05,49434.340000000004,10040.0,27890.75,68698.97,407.48,28.0,12.96083550913838,3.9,32,76,193,190,129,146,28,31.68,6.43,17.87,3.35,44.02,8.36,19.84,50.39,33.68,2,Kolkata,stable,Mall,West,75000,-6301.03,-4.04,4
OT023,2023-05,376,159330.71,164188.59,4857.88,50071.07,10183.0,28727.64,70349.0,423.75,27.52,13.39095744680851,3.92,43,75,169,207,129,109,9,31.43,6.39,18.03,2.96,44.15,11.44,19.95,44.95,34.31,2,Kolkata,stable,Mall,West,75000,-4651.0,-2.92,5
OT023,2023-06,334,129079.77,133380.62,4300.85,40237.51,8335.0,22631.35,57875.91,386.47,26.46,13.389221556886227,3.94,35,63,176,158,123,104,0,31.17,6.46,17.53,3.22,44.84,10.48,18.86,52.69,36.83,2,Kolkata,stable,Mall,West,75000,-17124.09,-13.27,6
OT023,2023-07,394,160645.62,164564.63999999998,3919.02,50576.06,10131.0,27160.68,72777.88,407.73,27.46,12.934010152284264,3.86,45,76,187,207,139,147,0,31.48,6.31,16.91,2.38,45.3,11.42,19.29,47.46,35.28,2,Kolkata,stable,Mall,West,75000,-2222.12,-1.38,7
OT023,2023-08,432,172904.94,179293.01,6388.07,54944.98,11000.0,29664.61,77295.35,400.24,27.91,13.05787037037037,4.02,47,76,207,225,129,120,21,31.78,6.36,17.16,3.56,44.7,10.88,17.59,47.92,29.86,2,Kolkata,stable,Mall,West,75000,2295.35,1.33,8
OT023,2023-09,396,174904.24,178648.01,3743.77,55388.87,10949.0,30889.72,77676.65,441.68,27.73,13.055555555555555,3.88,46,75,184,212,149,144,0,31.67,6.26,17.66,2.1,44.41,11.62,18.94,46.46,37.63,2,Kolkata,stable,Mall,West,75000,2676.65,1.53,9
OT023,2023-10,451,181628.17,187324.83,5696.66,57133.03,11668.0,32909.68,79917.46,402.72,26.8,13.361419068736142,3.95,46,93,247,204,140,141,41,31.46,6.42,18.12,3.04,44.0,10.2,20.62,54.77,31.04,2,Kolkata,stable,Mall,West,75000,4917.46,2.71,10
OT023,2023-11,460,195876.65,201142.85,5266.2,61689.26,12407.0,33974.24,87806.15,425.82,28.09,13.18695652173913,3.93,42,89,229,231,150,137,49,31.49,6.33,17.34,2.62,44.83,9.13,19.35,49.78,32.61,2,Kolkata,stable,Mall,West,75000,12806.15,6.54,11
OT023,2023-12,429,180397.17,185513.51,5116.34,56427.52,11555.0,31456.28,80958.37,420.51,27.44,13.3006993006993,3.94,46,73,219,210,137,166,16,31.28,6.41,17.44,2.76,44.88,10.72,17.02,51.05,31.93,2,Kolkata,stable,Mall,West,75000,5958.37,3.3,12
OT023,2024-01,412,166617.8,172983.55,6365.75,52386.07,10910.0,28303.85,75017.88,404.41,26.91,13.12864077669903,3.9,42,75,206,206,140,130,16,31.44,6.55,16.99,3.68,45.02,10.19,18.2,50.0,33.98,2,Kolkata,stable,Mall,West,75000,17.88,0.01,13
OT023,2024-02,380,163863.58,170050.95,6187.37,51895.93,10467.0,27155.13,74345.52,431.22,27.38,13.139473684210527,3.95,45,71,210,170,115,115,0,31.67,6.39,16.57,3.64,45.37,11.84,18.68,55.26,30.26,2,Kolkata,stable,Mall,West,75000,-654.48,-0.4,14
OT023,2024-03,404,163842.58,169296.53,5453.95,51556.98,10498.0,29940.5,71847.1,405.55,27.62,13.215346534653465,3.9,42,81,200,204,125,147,29,31.47,6.41,18.27,3.22,43.85,10.4,20.05,49.5,30.94,2,Kolkata,stable,Mall,West,75000,-3152.9,-1.92,15
OT023,2024-04,393,158523.44,163911.46,5388.0199999999995,50127.09,10092.0,27059.53,71244.82,403.37,26.84,13.274809160305344,3.92,43,88,181,212,123,129,25,31.62,6.37,17.07,3.29,44.94,10.94,22.39,46.06,31.3,2,Kolkata,stable,Mall,West,75000,-3755.18,-2.37,16
OT023,2024-05,357,149895.61,155106.49,5210.88,47347.71,9532.0,25152.41,67863.49,419.88,27.8,13.711484593837534,3.98,36,65,183,174,119,108,9,31.59,6.36,16.78,3.36,45.27,10.08,18.21,51.26,33.33,2,Kolkata,stable,Mall,West,75000,-7136.51,-4.76,17
OT023,2024-06,331,127695.7,130816.63,3120.93,40070.47,8171.0,21237.26,58216.97,385.79,27.44,13.190332326283988,3.93,39,86,174,157,112,132,8,31.38,6.4,16.63,2.39,45.59,11.78,25.98,52.57,33.84,2,Kolkata,stable,Mall,West,75000,-16783.03,-13.14,18
OT024,2023-01,560,302516.96,310355.61,7838.65,95845.48,19032.5,53860.81,133778.17,540.21,28.03,13.030357142857143,3.93,44,105,290,270,185,198,25,31.68,6.29,17.8,2.53,44.22,7.86,18.75,51.79,33.04,1,Bangalore,stable,Mall,North,120000,13778.17,4.55,1
OT024,2023-02,446,240804.76,248291.77,7487.01,76015.05,15290.0,43099.84,106399.87,539.92,28.59,13.428251121076233,3.94,50,91,230,216,152,155,0,31.57,6.35,17.9,3.02,44.19,11.21,20.4,51.57,34.08,1,Bangalore,stable,Mall,North,120000,-13600.13,-5.65,2
OT024,2023-03,568,293696.66,302513.84,8817.18,92167.35,18753.75,50700.35,132075.21,517.07,27.84,13.214788732394366,3.96,56,115,290,278,163,179,42,31.38,6.39,17.26,2.91,44.97,9.86,20.25,51.06,28.7,1,Bangalore,stable,Mall,North,120000,12075.21,4.11,3
OT024,2023-04,492,252750.41,260935.66,8185.25,79587.19,16176.25,42406.55,114580.42,513.72,27.1,13.075203252032521,3.91,49,97,260,232,166,198,41,31.49,6.4,16.78,3.14,45.33,9.96,19.72,52.85,33.74,1,Bangalore,stable,Mall,North,120000,-5419.58,-2.14,4
OT024,2023-05,490,264201.41,271478.93,7277.5199999999995,83253.48,16671.25,46757.59,117519.09,539.19,27.3,13.612244897959183,4.0,50,98,246,244,132,147,15,31.51,6.31,17.7,2.68,44.48,10.2,20.0,50.2,26.94,1,Bangalore,stable,Mall,North,120000,-2480.91,-0.94,5
OT024,2023-06,435,225458.48,231211.94,5753.46,71166.57,14046.25,40462.94,99782.72,518.3,27.46,13.298850574712644,3.93,56,72,213,222,148,144,0,31.57,6.23,17.95,2.49,44.26,12.87,16.55,48.97,34.02,1,Bangalore,stable,Mall,North,120000,-20217.28,-8.97,6
OT024,2023-07,545,290093.7,299607.9,9514.2,90887.93,18688.75,51525.86,128991.16,532.28,27.43,13.524770642201835,3.93,55,110,282,263,179,211,0,31.33,6.44,17.76,3.18,44.47,10.09,20.18,51.74,32.84,1,Bangalore,stable,Mall,North,120000,8991.16,3.1,7
OT024,2023-08,479,234579.34,243161.21,8581.87,74118.15,14913.75,40954.28,104593.16,489.73,27.93,13.068893528183716,3.93,44,93,243,236,180,121,16,31.6,6.36,17.46,3.53,44.59,9.19,19.42,50.73,37.58,1,Bangalore,stable,Mall,North,120000,-15406.84,-6.57,8
OT024,2023-09,476,252196.08,259403.25,7207.17,79870.41,15931.25,43293.27,113101.15,529.82,27.12,13.046218487394958,3.87,45,69,253,223,140,164,0,31.67,6.32,17.17,2.78,44.85,9.45,14.5,53.15,29.41,1,Bangalore,stable,Mall,North,120000,-6898.85,-2.74,9
OT024,2023-10,595,306831.78,314429.66,7597.88,96951.68000000001,19488.75,52068.4,138322.95,515.68,27.69,13.107563025210084,3.94,63,100,287,308,184,207,50,31.6,6.35,16.97,2.42,45.08,10.59,16.81,48.24,30.92,1,Bangalore,stable,Mall,North,120000,18322.95,5.97,10
OT024,2023-11,584,315751.95,325897.27,10145.32,99306.79,19997.5,55064.71,141382.95,540.67,28.16,13.469178082191782,3.93,58,102,304,280,193,173,40,31.45,6.33,17.44,3.11,44.78,9.93,17.47,52.05,33.05,1,Bangalore,stable,Mall,North,120000,21382.95,6.77,11
OT024,2023-12,619,331835.49,345308.77,13473.28,104421.73,21162.5,58912.71,147338.55,536.08,27.85,13.1421647819063,3.92,73,102,293,326,193,251,19,31.47,6.38,17.75,3.9,44.4,11.79,16.48,47.33,31.18,1,Bangalore,stable,Mall,North,120000,27338.55,8.24,12
OT024,2024-01,512,279319.67,286668.31,7348.64,88187.29,17513.75,48585.35,125033.28,545.55,28.18,13.513671875,3.9,46,82,272,240,158,143,18,31.57,6.27,17.39,2.56,44.76,8.98,16.02,53.12,30.86,1,Bangalore,stable,Mall,North,120000,5033.28,1.8,13
OT024,2024-02,457,231344.61,237764.11,6419.5,72559.5,14701.25,39630.45,104453.41,506.22,27.77,13.304157549234136,3.92,59,79,250,207,151,152,0,31.36,6.35,17.13,2.7,45.15,12.91,17.29,54.7,33.04,1,Bangalore,stable,Mall,North,120000,-15546.59,-6.72,14
OT024,2024-03,593,318103.76,330239.21,12135.45,100460.53,20246.25,54895.97,142501.01,536.43,28.12,13.114671163575043,3.94,75,114,303,290,175,207,41,31.58,6.36,17.26,3.67,44.8,12.65,19.22,51.1,29.51,1,Bangalore,stable,Mall,North,120000,22501.01,7.07,15
OT024,2024-04,515,262442.5,270547.0,8104.5,83095.59,16777.5,45925.83,116643.58,509.6,27.69,13.246601941747572,3.93,57,110,255,260,158,167,26,31.66,6.39,17.5,3.0,44.45,11.07,21.36,49.51,30.68,1,Bangalore,stable,Mall,North,120000,-3356.42,-1.28,16
OT024,2024-05,465,234328.08,243120.05,8791.97,73083.31,15438.75,43333.26,102472.76,503.93,27.08,13.473118279569892,3.87,47,66,216,249,142,143,20,31.19,6.59,18.49,3.62,43.73,10.11,14.19,46.45,30.54,1,Bangalore,stable,Mall,North,120000,-17527.24,-7.48,17
OT024,2024-06,530,267419.53,274886.39,7466.86,84125.68,16971.25,45962.73,120359.87,504.57,27.78,13.062264150943395,3.94,53,102,265,265,198,202,21,31.46,6.35,17.19,2.72,45.01,10.0,19.25,50.0,37.36,1,Bangalore,stable,Mall,North,120000,359.87,0.13,18
OT025,2023-01,556,316795.6,327718.59,10922.99,99499.74,20437.65,56528.12,140330.09,569.78,27.35,13.663669064748202,3.93,51,92,264,292,187,190,20,31.41,6.45,17.84,3.33,44.3,9.17,16.55,47.48,33.63,1,Mumbai,stable,Highway,Central,120000,20330.09,6.42,1
OT025,2023-02,491,286461.2,295046.69,8585.49,90620.55,18034.65,48674.35,129131.65,583.42,27.29,13.727087576374746,3.94,53,71,240,251,167,159,0,31.63,6.3,16.99,2.91,45.08,10.79,14.46,48.88,34.01,1,Mumbai,stable,Highway,Central,120000,9131.65,3.19,2
OT025,2023-03,618,352949.02,364389.86,11440.84,110680.74,22528.8,63160.98,156578.5,571.11,26.91,12.98705501618123,3.92,67,117,300,318,180,176,50,31.36,6.38,17.9,3.14,44.36,10.84,18.93,48.54,29.13,1,Mumbai,stable,Highway,Central,120000,36578.5,10.36,3
OT025,2023-04,555,299812.33,309235.87,9423.54,95243.0,19179.45,51115.99,134273.88999999998,540.2,27.67,13.100900900900902,3.99,65,76,297,258,175,192,44,31.77,6.4,17.05,3.05,44.79,11.71,13.69,53.51,31.53,1,Mumbai,stable,Highway,Central,120000,14273.89,4.76,4
OT025,2023-05,512,299054.55,308106.6,9052.05,94486.54,18724.5,54042.32,131801.19,584.09,27.57,13.373046875,3.92,52,95,267,245,157,158,21,31.6,6.26,18.07,2.94,44.07,10.16,18.55,52.15,30.66,1,Mumbai,stable,Highway,Central,120000,11801.19,3.95,5
OT025,2023-06,500,269763.87,276272.59,6508.72,84317.13,17425.8,45697.52,122323.42,539.53,27.55,13.392,3.92,43,92,245,255,156,157,0,31.26,6.46,16.94,2.36,45.34,8.6,18.4,49.0,31.2,1,Mumbai,stable,Highway,Central,120000,2323.42,0.86,6
OT025,2023-07,570,321027.39,331880.3,10852.91,100329.91,20520.0,54324.36,145853.12,563.21,27.91,13.243859649122808,3.88,67,102,298,272,178,206,0,31.25,6.39,16.92,3.27,45.43,11.75,17.89,52.28,31.23,1,Mumbai,stable,Highway,Central,120000,25853.12,8.05,7
OT025,2023-08,609,331033.7,342097.25,11063.55,103919.42,21131.55,57194.87,148787.86,543.57,27.62,13.249589490968802,3.89,66,123,315,294,198,169,24,31.39,6.38,17.28,3.23,44.95,10.84,20.2,51.72,32.51,1,Mumbai,stable,Highway,Central,120000,28787.86,8.7,8
OT025,2023-09,499,282260.1,292007.15,9747.05,88612.7,17956.35,49442.92,126248.13,565.65,27.8,13.428857715430862,3.93,48,100,242,257,175,177,0,31.39,6.36,17.52,3.34,44.73,9.62,20.04,48.5,35.07,1,Mumbai,stable,Highway,Central,120000,6248.13,2.21,9
OT025,2023-10,679,395749.45,409560.3,13810.85,125719.49,24911.55,70323.26,174795.15,582.84,27.4,13.391752577319588,3.89,66,144,336,343,245,242,57,31.77,6.29,17.77,3.37,44.17,9.72,21.21,49.48,36.08,1,Mumbai,stable,Highway,Central,120000,54795.15,13.85,10
OT025,2023-11,661,365688.83,376380.12,10691.289999999999,114773.64,23298.3,64602.74,163014.15,553.24,28.12,13.494704992435704,3.91,73,121,320,341,197,208,45,31.39,6.37,17.67,2.84,44.58,11.04,18.31,48.41,29.8,1,Mumbai,stable,Highway,Central,120000,43014.15,11.76,11
OT025,2023-12,654,368663.66,379979.16,11315.5,117045.69,23479.2,66150.15,161988.62,563.71,27.98,13.175840978593271,3.89,74,128,311,343,222,227,26,31.75,6.37,17.94,2.98,43.94,11.31,19.57,47.55,33.94,1,Mumbai,stable,Highway,Central,120000,41988.62,11.39,12
OT025,2024-01,561,332513.94,342498.82,9984.88,105446.77,20991.15,56803.0,149273.02,592.72,27.75,13.106951871657754,3.93,60,90,257,304,163,152,33,31.71,6.31,17.08,2.92,44.89,10.7,16.04,45.81,29.06,1,Mumbai,stable,Highway,Central,120000,29273.02,8.8,13
OT025,2024-02,557,309073.79,320205.82,11132.03,96891.91,19894.95,56627.52,135659.41,554.89,27.18,13.206463195691203,3.93,60,88,298,259,193,176,0,31.35,6.44,18.32,3.48,43.89,10.77,15.8,53.5,34.65,1,Mumbai,stable,Highway,Central,120000,15659.41,5.07,14
OT025,2024-03,565,334297.02,343065.83,8768.81,105829.55,21026.25,63009.88,144431.34,591.68,27.12,13.325663716814159,3.92,58,105,260,305,186,210,39,31.66,6.29,18.85,2.56,43.2,10.27,18.58,46.02,32.92,1,Mumbai,stable,Highway,Central,120000,24431.34,7.31,15
OT025,2024-04,549,310821.53,320428.13,9606.6,97397.26,19805.85,53335.57,140282.85,566.16,27.67,13.28233151183971,3.98,53,123,285,264,201,158,29,31.34,6.37,17.16,3.0,45.13,9.65,22.4,51.91,36.61,1,Mumbai,stable,Highway,Central,120000,20282.85,6.53,16
OT025,2024-05,511,280959.33,290739.01,9779.68,88519.84,18021.15,47108.03,127310.31,549.82,28.01,13.303326810176126,3.99,43,97,268,243,158,148,26,31.51,6.41,16.77,3.36,45.31,8.41,18.98,52.45,30.92,1,Mumbai,stable,Highway,Central,120000,7310.31,2.6,17
OT025,2024-06,501,277695.35,285300.85,7605.5,86956.36,17851.05,50446.57,122441.37,554.28,27.54,13.125748502994012,3.95,63,96,256,245,144,174,22,31.31,6.43,18.17,2.67,44.09,12.57,19.16,51.1,28.74,1,Mumbai,stable,Highway,Central,120000,2441.37,0.88,18
OT026,2023-01,335,168981.88,177958.31,8976.43,53231.14,10921.25,35782.0,69047.49,504.42,29.87,14.665671641791045,3.51,48,86,141,194,84,130,17,31.5,6.46,21.18,5.04,40.86,14.33,25.67,42.09,25.07,1,Bangalore,struggling,Standalone,North,120000,-50952.51,-30.15,1
OT026,2023-02,273,140261.3,149813.38,9552.08,44272.32,9272.5,29285.95,57430.53,513.78,30.04,14.216117216117215,3.56,52,65,124,149,76,98,0,31.56,6.61,20.88,6.38,40.95,19.05,23.81,45.42,27.84,1,Bangalore,struggling,Standalone,North,120000,-62569.47,-44.61,2
OT026,2023-03,292,152220.19,161511.3,9291.11,47862.71,9941.25,32411.34,62004.89,521.3,29.29,14.51027397260274,3.5,48,66,120,172,86,73,20,31.44,6.53,21.29,5.75,40.73,16.44,22.6,41.1,29.45,1,Bangalore,struggling,Standalone,North,120000,-57995.11,-38.1,3
OT026,2023-04,308,147698.05,155759.06,8061.01,46503.26,9761.25,31339.67,60093.87,479.54,28.84,14.568181818181818,3.49,36,80,139,169,90,104,26,31.49,6.61,21.22,5.18,40.69,11.69,25.97,45.13,29.22,1,Bangalore,struggling,Standalone,North,120000,-59906.13,-40.56,4
OT026,2023-05,262,144748.93,151687.18,6938.25,45647.15,9201.25,29346.54,60553.99,552.48,29.3,14.381679389312977,3.48,33,70,123,139,69,81,7,31.54,6.36,20.27,4.57,41.83,12.6,26.72,46.95,26.34,1,Bangalore,struggling,Standalone,North,120000,-59446.01,-41.07,5
OT026,2023-06,239,122116.08,129631.95,7515.87,38337.3,8087.5,26462.34,49228.94,510.95,28.77,14.338912133891213,3.57,32,61,102,137,68,60,0,31.39,6.62,21.67,5.8,40.31,13.39,25.52,42.68,28.45,1,Bangalore,struggling,Standalone,North,120000,-70771.06,-57.95,6
OT026,2023-07,330,180711.4,191171.85,10460.45,57059.03,11711.25,36928.28,75012.84,547.61,29.98,14.227272727272727,3.46,50,77,147,183,102,111,0,31.57,6.48,20.43,5.47,41.51,15.15,23.33,44.55,30.91,1,Bangalore,struggling,Standalone,North,120000,-44987.16,-24.89,7
OT026,2023-08,286,141432.06,149819.76,8387.7,44699.02,9276.25,29257.26,58199.53,494.52,29.48,14.513986013986013,3.48,33,71,121,165,76,82,10,31.6,6.56,20.69,5.6,41.15,11.54,24.83,42.31,26.57,1,Bangalore,struggling,Standalone,North,120000,-61800.47,-43.7,8
OT026,2023-09,280,137406.8,145146.38,7739.58,43085.09,9018.75,28184.84,57118.12,490.74,28.98,14.528571428571428,3.56,38,67,130,150,87,95,0,31.36,6.56,20.51,5.33,41.57,13.57,23.93,46.43,31.07,1,Bangalore,struggling,Standalone,North,120000,-62881.88,-45.76,9
OT026,2023-10,334,179792.49,189923.88,10131.39,57373.81,11518.75,38618.46,72281.47,538.3,29.64,14.847305389221557,3.49,52,77,123,211,81,98,28,31.91,6.41,21.48,5.33,40.2,15.57,23.05,36.83,24.25,1,Bangalore,struggling,Standalone,North,120000,-47718.53,-26.54,10
OT026,2023-11,333,162334.8,171774.56,9439.76,51041.46,10752.5,32134.12,68406.72,487.49,29.76,14.372372372372372,3.5,40,88,145,188,88,91,27,31.44,6.62,19.79,5.5,42.14,12.01,26.43,43.54,26.43,1,Bangalore,struggling,Standalone,North,120000,-51593.28,-31.78,11
OT026,2023-12,340,182014.87,191962.73,9947.86,57082.71,11802.5,38534.53,74595.13,535.34,28.81,14.41764705882353,3.56,50,88,159,181,95,124,17,31.36,6.48,21.17,5.18,40.98,14.71,25.88,46.76,27.94,1,Bangalore,struggling,Standalone,North,120000,-45404.87,-24.95,12
OT026,2024-01,268,134440.95,142439.66,7998.71,42416.11,8788.75,29347.85,53888.24,501.65,29.49,14.873134328358208,3.48,51,57,112,156,79,80,10,31.55,6.54,21.83,5.62,40.08,19.03,21.27,41.79,29.48,1,Bangalore,struggling,Standalone,North,120000,-66111.76,-49.18,13
OT026,2024-02,300,140564.52,149244.03,8679.51,43871.01,9347.5,30381.94,56964.07,468.55,28.95,14.186666666666667,3.46,54,78,134,166,90,104,0,31.21,6.65,21.61,5.82,40.53,18.0,26.0,44.67,30.0,1,Bangalore,struggling,Standalone,North,120000,-63035.93,-44.84,14
OT026,2024-03,318,176276.71,186074.14,9797.43,55047.92,11402.5,37092.6,72733.69,554.33,30.5,14.342767295597485,3.51,53,76,123,195,101,125,22,31.23,6.47,21.04,5.27,41.26,16.67,23.9,38.68,31.76,1,Bangalore,struggling,Standalone,North,120000,-47266.31,-26.81,15
OT026,2024-04,290,143604.48,150440.5,6836.02,45489.39,9391.25,30440.35,58283.49,495.19,29.78,14.351724137931035,3.48,46,77,140,150,77,82,8,31.68,6.54,21.2,4.54,40.59,15.86,26.55,48.28,26.55,1,Bangalore,struggling,Standalone,North,120000,-61716.51,-42.98,16
OT026,2024-05,262,124989.87,132588.23,7598.36,39692.52,8240.0,26184.31,50873.04,477.06,29.91,14.312977099236642,3.42,47,74,98,164,68,76,12,31.76,6.59,20.95,5.73,40.7,17.94,28.24,37.4,25.95,1,Bangalore,struggling,Standalone,North,120000,-69126.96,-55.31,17
OT026,2024-06,286,149306.43,158220.83,8914.4,47205.28,9717.5,31092.45,61291.2,522.05,29.61,14.503496503496503,3.45,36,71,120,166,85,111,14,31.62,6.51,20.82,5.63,41.05,12.59,24.83,41.96,29.72,1,Bangalore,struggling,Standalone,North,120000,-58708.8,-39.32,18
