transaction_id,outlet_id,transaction_date,transaction_time,day_of_week,month,is_weekend,is_holiday,order_channel,order_type,item_category,items_ordered,gross_amount,discount_applied,net_amount,food_cost,packaging_cost,aggregator_commission,contribution_margin,payment_method,delivery_time_mins,prep_time_mins,distance_km,customer_id,is_repeat_customer,is_new_customer,customer_rating,had_complaint,upsell_taken,staff_on_shift,kitchen_utilization_pct,waste_flag
TXN0000118,OT001,08-01-2023,10:39:02,Sunday,2023-01,1,0,Direct App,Takeaway,Combo,2,944.95,174.18,770.77,256.45,50,38.54,425.78,UPI,,12,,CUST046170,0,1,4.6,0,1,6,0.63,0
TXN0000119,OT001,08-01-2023,11:41:56,Sunday,2023-01,1,0,Swiggy,Delivery,Dessert,2,278.82,0,278.82,79.13,25,64.13,110.56,Card,38,9,3.41,CUST036082,1,0,4.4,0,0,6,0.63,0
TXN0000120,OT001,08-01-2023,19:49:04,Sunday,2023-01,1,0,Swiggy,Delivery,Burger,1,221.2,0,221.2,72.63,15,50.88,82.69,UPI,31,13,7.72,CUST030723,0,1,,0,0,6,0.63,1
TXN0000121,OT001,08-01-2023,10:28:07,Sunday,2023-01,1,0,Zomato,Delivery,Burger,3,739.96,0,739.96,245.16,45,184.99,264.81,Cash,28,15,2.45,CUST028002,1,0,4,0,0,6,0.63,0
TXN0000122,OT001,08-01-2023,19:42:52,Sunday,2023-01,1,0,WhatsApp,Takeaway,Combo,1,508.65,0,508.65,164.67,25,10.17,308.81,Cash,,12,,CUST027692,1,0,,0,0,6,0.63,0
TXN0000123,OT001,08-01-2023,01:09:35,Sunday,2023-01,1,0,Zomato,Delivery,Combo,1,487.76,0,487.76,158.09,25,121.94,182.73,Cash,31,17,1.22,CUST002177,1,0,3.5,0,1,6,0.63,0
TXN0000124,OT001,08-01-2023,06:28:06,Sunday,2023-01,1,0,Zomato,Delivery,Biryani,3,1056.59,0,1056.59,372.66,56.25,264.15,363.53,Cash,30,11,3.18,CUST032599,0,1,,0,0,6,0.63,0
TXN0000125,OT001,08-01-2023,16:10:40,Sunday,2023-01,1,0,Zomato,Delivery,Burger,1,241.5,0,241.5,80.76,15,60.38,85.36,Wallet,34,22,4.86,CUST045608,0,1,3.2,0,0,6,0.63,0
TXN0000126,OT001,08-01-2023,14:13:03,Sunday,2023-01,1,0,Dine-in,Dine-in,Combo,2,893.85,0,893.85,288.94,50,0,554.91,UPI,,10,,CUST044315,0,1,4,0,0,6,0.63,0
TXN0000127,OT001,08-01-2023,21:35:33,Sunday,2023-01,1,0,Direct App,Takeaway,Biryani,3,978.05,0,978.05,326.76,56.25,48.9,546.14,UPI,,13,,CUST042634,1,0,3.9,0,0,6,0.63,1
TXN0000128,OT001,08-01-2023,11:38:37,Sunday,2023-01,1,0,Zomato,Delivery,Biryani,3,887.62,99.43,788.19,282.26,56.25,197.05,252.63,UPI,19,21,6.19,CUST020976,0,1,,0,0,6,0.63,0
TXN0000129,OT001,09-01-2023,17:09:31,Monday,2023-01,0,0,Zomato,Delivery,Dessert,2,327.13,33.72,293.41,82.99,25,73.35,112.07,Cash,29,18,2.72,CUST020584,1,0,4.3,0,0,6,0.47,0
TXN0000130,OT001,09-01-2023,11:38:58,Monday,2023-01,0,0,Dine-in,Dine-in,Burger,1,240.77,0,240.77,73.43,15,0,152.34,UPI,,13,,CUST012113,1,0,,0,1,6,0.47,0
TXN0000131,OT001,09-01-2023,14:14:35,Monday,2023-01,0,0,Direct App,Takeaway,Beverage,1,90.5,0,90.5,17.22,10,4.53,58.75,Wallet,,8,,CUST010579,0,1,4.3,0,0,6,0.47,0
TXN0000132,OT001,09-01-2023,14:04:26,Monday,2023-01,0,0,Swiggy,Delivery,Burger,4,938.59,0,938.59,292.14,60,215.88,370.57,UPI,19,16,7.1,CUST041335,0,1,,0,1,6,0.47,1
TXN0000133,OT001,09-01-2023,17:15:54,Monday,2023-01,0,0,Dine-in,Dine-in,Burger,2,409.67,0,409.67,128.31,30,0,251.36,UPI,,15,,CUST039030,1,0,,0,0,6,0.47,0
TXN0000134,OT001,09-01-2023,12:32:49,Monday,2023-01,0,0,Swiggy,Delivery,Beverage,1,91.13,0,91.13,19.04,10,20.96,41.13,UPI,38,18,5.24,CUST029241,1,0,,1,0,6,0.47,0
TXN0000135,OT001,09-01-2023,01:28:09,Monday,2023-01,0,0,Zomato,Delivery,Combo,1,465.84,0,465.84,156.87,25,116.46,167.51,Card,15,10,3.48,CUST028891,1,0,3.5,0,1,6,0.47,0
TXN0000136,OT001,09-01-2023,08:37:19,Monday,2023-01,0,0,Zomato,Delivery,Burger,2,461.13,0,461.13,144.13,30,115.28,171.72,Wallet,19,19,0.61,CUST042138,0,1,4.4,0,1,6,0.47,0
TXN0000137,OT001,09-01-2023,15:52:14,Monday,2023-01,0,0,Zomato,Delivery,Combo,1,500.87,0,500.87,163.2,25,125.22,187.45,Card,28,12,3.39,CUST024352,0,1,,0,0,6,0.47,0
TXN0000138,OT001,09-01-2023,11:37:16,Monday,2023-01,0,0,Swiggy,Delivery,Beverage,1,107.8,22.79,85.01,17.62,10,19.55,37.84,Cash,28,19,3.79,CUST001135,0,1,4.5,0,1,6,0.47,0
TXN0000139,OT001,09-01-2023,20:46:32,Monday,2023-01,0,0,Zomato,Delivery,Biryani,1,296.56,0,296.56,106.21,18.75,74.14,97.46,UPI,36,12,5.05,CUST044718,0,1,,0,0,6,0.47,0
TXN0000140,OT001,09-01-2023,14:37:00,Monday,2023-01,0,0,Zomato,Delivery,Combo,1,500.72,0,500.72,160.38,25,125.18,190.16,Cash,29,17,6.5,CUST005308,0,1,3.7,0,0,6,0.47,0
TXN0000141,OT001,09-01-2023,21:39:35,Monday,2023-01,0,0,Swiggy,Delivery,Burger,3,664.12,0,664.12,218.58,45,152.75,247.79,UPI,17,16,4.93,CUST001638,1,0,3.6,0,0,6,0.47,1
TXN0000142,OT001,09-01-2023,10:47:28,Monday,2023-01,0,0,Zomato,Delivery,Burger,2,484.35,0,484.35,157.86,30,121.09,175.4,Cash,20,10,1.33,CUST006297,1,0,3.4,0,0,6,0.47,0
TXN0000143,OT001,10-01-2023,18:48:41,Tuesday,2023-01,0,0,Zomato,Delivery,Burger,1,243.16,52.47,190.69,60.1,15,47.67,67.92,UPI,32,15,4.41,CUST028247,1,0,4,1,0,7,0.67,0
TXN0000144,OT001,10-01-2023,11:45:51,Tuesday,2023-01,0,0,Zomato,Delivery,Burger,1,202.59,0,202.59,66.34,15,50.65,70.6,UPI,17,14,1.13,CUST043940,1,0,,0,1,7,0.67,0
TXN0000145,OT001,10-01-2023,09:41:27,Tuesday,2023-01,0,0,Zomato,Delivery,Burger,1,214.54,0,214.54,70.36,15,53.64,75.54,UPI,29,14,3.61,CUST030050,0,1,,0,0,7,0.67,0
TXN0000146,OT001,10-01-2023,14:53:00,Tuesday,2023-01,0,0,Swiggy,Delivery,Pizza,1,408.45,47.97,360.48,104.28,22.5,82.91,150.79,UPI,19,17,3.44,CUST040143,0,1,3.8,0,1,7,0.67,1
TXN0000147,OT001,10-01-2023,21:42:31,Tuesday,2023-01,0,0,Direct App,Takeaway,Combo,2,987.48,0,987.48,324.73,50,49.37,563.38,UPI,,11,,CUST004995,0,1,4.1,0,1,7,0.67,0
TXN0000148,OT001,10-01-2023,02:45:29,Tuesday,2023-01,0,0,Swiggy,Delivery,Burger,1,211.86,30.9,180.96,56.06,15,41.62,68.28,Wallet,15,15,6.07,CUST026346,0,1,4.5,0,0,7,0.67,0
TXN0000149,OT001,10-01-2023,13:18:02,Tuesday,2023-01,0,0,Zomato,Delivery,Biryani,1,316.52,0,316.52,113.25,18.75,79.13,105.39,Card,38,18,0.56,CUST034661,1,0,4.1,1,0,7,0.67,0
TXN0000150,OT001,10-01-2023,16:38:31,Tuesday,2023-01,0,0,Swiggy,Delivery,Burger,2,460.84,0,460.84,142.6,30,105.99,182.25,Card,39,15,1.96,CUST026070,0,1,,0,0,7,0.67,0
TXN0000151,OT001,10-01-2023,20:11:41,Tuesday,2023-01,0,0,Swiggy,Delivery,Beverage,1,101.77,17.3,84.47,17.5,10,19.43,37.54,Wallet,31,18,7.01,CUST046449,0,1,4.4,0,0,7,0.67,0
TXN0000152,OT001,10-01-2023,12:37:56,Tuesday,2023-01,0,0,Zomato,Delivery,Combo,2,916.66,0,916.66,293.15,50,229.16,344.35,UPI,19,17,4.96,CUST025940,1,0,,0,0,7,0.67,0
TXN0000153,OT001,10-01-2023,20:19:11,Tuesday,2023-01,0,0,Zomato,Delivery,Burger,2,428.76,0,428.76,142.53,30,107.19,149.04,UPI,31,18,6.94,CUST015624,0,1,4.8,0,0,7,0.67,0
TXN0000154,OT001,10-01-2023,12:53:37,Tuesday,2023-01,0,0,Zomato,Delivery,Combo,1,498.58,0,498.58,170.42,25,124.64,178.52,Card,28,10,7.98,CUST035619,1,0,,0,0,7,0.67,0
TXN0000155,OT001,10-01-2023,02:30:13,Tuesday,2023-01,0,0,Dine-in,Dine-in,Beverage,1,92.65,0,92.65,17.61,10,0,65.04,Card,,11,,CUST033341,0,1,3.6,0,0,7,0.67,0
TXN0000156,OT001,10-01-2023,14:19:47,Tuesday,2023-01,0,0,Swiggy,Delivery,Combo,3,1379.94,0,1379.94,442.25,75,317.39,545.3,UPI,26,16,7.97,CUST047575,0,1,4.4,0,1,7,0.67,0
TXN0000157,OT001,10-01-2023,22:43:04,Tuesday,2023-01,0,0,Zomato,Delivery,Beverage,4,365.58,0,365.58,74.93,40,91.4,159.25,Cash,24,19,2.03,CUST040092,1,0,3.9,0,0,7,0.67,0
TXN0000158,OT001,10-01-2023,16:29:12,Tuesday,2023-01,0,0,Zomato,Delivery,Pizza,1,433.7,0,433.7,131.32,22.5,108.42,171.46,Cash,17,11,3.16,CUST001263,0,1,,0,0,7,0.67,0
TXN0000159,OT001,10-01-2023,19:26:52,Tuesday,2023-01,0,0,Dine-in,Dine-in,Combo,1,446.55,0,446.55,150.18,25,0,271.37,UPI,,11,,CUST005751,0,1,,0,0,7,0.67,1
TXN0000160,OT001,10-01-2023,14:16:41,Tuesday,2023-01,0,0,Dine-in,Dine-in,Burger,1,205.7,0,205.7,64.04,15,0,126.66,Wallet,,6,,CUST037100,1,0,3.8,0,1,7,0.67,0
TXN0000161,OT001,10-01-2023,12:39:10,Tuesday,2023-01,0,0,Zomato,Delivery,Biryani,1,300.93,0,300.93,103.8,18.75,75.23,103.15,Cash,24,15,2.08,CUST010693,0,1,3.9,0,1,7,0.67,0
TXN0000162,OT001,10-01-2023,15:09:39,Tuesday,2023-01,0,0,Zomato,Delivery,Biryani,1,303.83,0,303.83,105.72,18.75,75.96,103.4,Wallet,21,20,7.88,CUST008081,1,0,3.6,0,0,7,0.67,0
TXN0000163,OT001,11-01-2023,23:08:39,Wednesday,2023-01,0,0,Zomato,Delivery,Burger,2,471.75,0,471.75,150.71,30,117.94,173.1,UPI,28,18,6.79,CUST002033,1,0,3.8,0,1,8,0.7,1
TXN0000164,OT001,11-01-2023,11:18:12,Wednesday,2023-01,0,0,Swiggy,Delivery,Pizza,2,756.77,0,756.77,224.13,45,174.06,313.58,Wallet,20,16,4.78,CUST008264,1,0,4.2,0,1,8,0.7,0
TXN0000165,OT001,11-01-2023,14:05:13,Wednesday,2023-01,0,0,Zomato,Delivery,Combo,3,1378.68,0,1378.68,458.3,75,344.67,500.71,UPI,24,14,3.03,CUST018932,0,1,,0,0,8,0.7,0
TXN0000166,OT001,11-01-2023,20:53:35,Wednesday,2023-01,0,0,Swiggy,Delivery,Biryani,1,324.1,0,324.1,108.22,18.75,74.54,122.59,UPI,15,11,2.69,CUST033490,0,1,3.6,0,0,8,0.7,1
TXN0000167,OT001,11-01-2023,16:29:38,Wednesday,2023-01,0,0,Dine-in,Dine-in,Biryani,2,646.84,0,646.84,232.35,37.5,0,376.99,Card,,12,,CUST001849,1,0,3.7,0,0,8,0.7,1
TXN0000168,OT001,11-01-2023,15:53:46,Wednesday,2023-01,0,0,Zomato,Delivery,Burger,2,426.37,83.11,343.26,105.58,30,85.82,121.86,Card,15,17,1.8,CUST003925,1,0,3.7,0,0,8,0.7,0
TXN0000169,OT001,11-01-2023,21:55:05,Wednesday,2023-01,0,0,Zomato,Delivery,Biryani,2,641.04,68.31,572.73,198.82,37.5,143.18,193.23,UPI,30,9,2.69,CUST009766,1,0,,0,0,8,0.7,0
TXN0000170,OT001,11-01-2023,22:50:51,Wednesday,2023-01,0,0,Direct App,Takeaway,Biryani,1,355.12,68.61,286.51,102.35,18.75,14.33,151.08,UPI,,8,,CUST032552,0,1,3.6,0,0,8,0.7,0
TXN0000171,OT001,11-01-2023,17:11:07,Wednesday,2023-01,0,0,Dine-in,Dine-in,Pizza,1,373.19,0,373.19,114.31,22.5,0,236.38,UPI,,11,,CUST021699,1,0,4.1,0,0,8,0.7,1
TXN0000172,OT001,11-01-2023,20:15:48,Wednesday,2023-01,0,0,Zomato,Delivery,Burger,2,442.01,0,442.01,146.88,30,110.5,154.63,UPI,33,13,7.22,CUST005553,0,1,4.2,0,1,8,0.7,0
TXN0000173,OT001,11-01-2023,21:20:32,Wednesday,2023-01,0,0,Zomato,Delivery,Beverage,4,370.97,0,370.97,75.18,40,92.74,163.05,Card,15,19,3.16,CUST010378,1,0,3.5,0,1,8,0.7,0
TXN0000174,OT001,11-01-2023,13:48:07,Wednesday,2023-01,0,0,Dine-in,Dine-in,Dessert,1,152.31,0,152.31,41.02,12.5,0,98.79,UPI,,12,,CUST037708,0,1,4.7,1,1,8,0.7,0
TXN0000175,OT001,11-01-2023,21:12:58,Wednesday,2023-01,0,0,Direct App,Takeaway,Pizza,1,393.88,0,393.88,112.63,22.5,19.69,239.06,UPI,,13,,CUST048618,0,1,3.2,0,1,8,0.7,0
TXN0000176,OT001,11-01-2023,13:20:14,Wednesday,2023-01,0,0,Dine-in,Dine-in,Pizza,1,389,0,389,114.69,22.5,0,251.81,Cash,,12,,CUST049421,1,0,4.6,0,1,8,0.7,0
TXN0000177,OT001,11-01-2023,15:52:55,Wednesday,2023-01,0,0,Dine-in,Dine-in,Burger,4,933.1,0,933.1,284.64,60,0,588.46,UPI,,11,,CUST014720,1,0,4,0,0,8,0.7,0
TXN0000178,OT001,11-01-2023,12:14:18,Wednesday,2023-01,0,0,Direct App,Takeaway,Burger,2,463.34,0,463.34,150.96,30,23.17,259.21,Card,,12,,CUST047930,0,1,4.4,0,1,8,0.7,0
TXN0000179,OT001,11-01-2023,17:36:47,Wednesday,2023-01,0,0,Zomato,Delivery,Biryani,2,588.79,0,588.79,198.99,37.5,147.2,205.1,Cash,26,21,2.15,CUST036344,1,0,,0,1,8,0.7,0
TXN0000180,OT001,11-01-2023,15:38:41,Wednesday,2023-01,0,0,Zomato,Delivery,Biryani,1,312.96,64.53,248.43,86.07,18.75,62.11,81.5,UPI,29,15,3.83,CUST038506,1,0,4.3,0,0,8,0.7,0
TXN0000181,OT001,11-01-2023,21:39:57,Wednesday,2023-01,0,0,Swiggy,Delivery,Biryani,2,627.28,65.49,561.79,186.92,37.5,129.21,208.16,UPI,39,11,3.09,CUST027387,0,1,,0,0,8,0.7,0
TXN0000182,OT001,11-01-2023,20:08:59,Wednesday,2023-01,0,0,Zomato,Delivery,Pizza,2,768.72,48.54,720.18,224.42,45,180.04,270.72,Card,26,8,7.38,CUST028142,0,1,,0,1,8,0.7,0
TXN0000183,OT001,11-01-2023,14:54:40,Wednesday,2023-01,0,0,Zomato,Delivery,Burger,1,205.96,0,205.96,68.08,15,51.49,71.39,Wallet,26,15,2.48,CUST013676,1,0,3.9,0,1,8,0.7,0
TXN0000184,OT001,12-01-2023,19:59:12,Thursday,2023-01,0,0,Swiggy,Delivery,Burger,1,226.59,0,226.59,74.33,15,52.12,85.14,UPI,28,9,1.96,CUST002844,1,0,3.6,0,0,6,0.43,1
TXN0000185,OT001,12-01-2023,06:46:11,Thursday,2023-01,0,0,Zomato,Delivery,Biryani,1,335.58,0,335.58,120.5,18.75,83.9,112.43,UPI,19,22,5.96,CUST014617,0,1,3.9,0,1,6,0.43,0
TXN0000186,OT001,12-01-2023,12:35:01,Thursday,2023-01,0,0,Swiggy,Delivery,Beverage,1,90.69,0,90.69,18.5,10,20.86,41.33,Cash,32,9,2.45,CUST017696,0,1,3.7,0,0,6,0.43,0
TXN0000187,OT001,12-01-2023,21:17:04,Thursday,2023-01,0,0,Zomato,Delivery,Beverage,1,103.43,0,103.43,19.82,10,25.86,47.75,UPI,16,17,7.94,CUST035132,0,1,4.9,0,1,6,0.43,0
TXN0000188,OT001,12-01-2023,19:31:15,Thursday,2023-01,0,0,Swiggy,Delivery,Burger,2,430.1,30.07,400.03,129.33,30,92.01,148.69,Card,15,15,4.03,CUST048900,1,0,,0,1,6,0.43,0
TXN0000189,OT001,12-01-2023,09:25:10,Thursday,2023-01,0,0,WhatsApp,Takeaway,Beverage,3,289.46,0,289.46,58.44,30,5.79,195.23,Card,,16,,CUST045864,0,1,4.4,0,0,6,0.43,0
TXN0000190,OT001,12-01-2023,13:55:40,Thursday,2023-01,0,0,Swiggy,Delivery,Biryani,2,612.6,116.56,496.04,166.9,37.5,114.09,177.55,Card,15,21,1.45,CUST046515,1,0,,0,0,6,0.43,0
TXN0000191,OT001,12-01-2023,17:23:53,Thursday,2023-01,0,0,Zomato,Delivery,Beverage,4,364.03,0,364.03,73.37,40,91.01,159.65,UPI,27,25,1.02,CUST014542,1,0,3.9,0,0,6,0.43,0
TXN0000192,OT001,12-01-2023,20:35:55,Thursday,2023-01,0,0,Direct App,Takeaway,Beverage,2,217.84,0,217.84,41.39,20,10.89,145.56,UPI,,14,,CUST012998,1,0,,0,1,6,0.43,0
TXN0000193,OT001,12-01-2023,19:16:44,Thursday,2023-01,0,0,Dine-in,Dine-in,Burger,1,239.1,0,239.1,76.21,15,0,147.89,UPI,,5,,CUST013667,0,1,3.9,0,0,6,0.43,0
TXN0000194,OT001,12-01-2023,13:18:45,Thursday,2023-01,0,0,Zomato,Delivery,Pizza,3,1309.83,0,1309.83,393.52,67.5,327.46,521.35,Wallet,28,11,3.35,CUST004043,0,1,3.8,1,0,6,0.43,1
TXN0000195,OT001,12-01-2023,17:25:15,Thursday,2023-01,0,0,WhatsApp,Takeaway,Pizza,3,1158.47,0,1158.47,344.16,67.5,23.17,723.64,Card,,10,,CUST018029,0,1,4.1,0,0,6,0.43,0
TXN0000196,OT001,12-01-2023,12:38:03,Thursday,2023-01,0,0,Swiggy,Delivery,Combo,1,501.63,0,501.63,169.97,25,115.37,191.29,UPI,20,20,2.81,CUST033692,1,0,,0,1,6,0.43,0
TXN0000197,OT001,13-01-2023,21:50:11,Friday,2023-01,0,0,Swiggy,Delivery,Burger,1,215.8,0,215.8,69.22,15,49.63,81.95,Cash,22,8,4.99,CUST033031,0,1,,0,1,6,0.63,1
TXN0000198,OT001,13-01-2023,18:03:24,Friday,2023-01,0,0,Direct App,Takeaway,Beverage,1,108.83,0,108.83,22.27,10,5.44,71.12,UPI,,10,,CUST047081,0,1,,0,0,6,0.63,0
TXN0000199,OT001,13-01-2023,12:22:49,Friday,2023-01,0,0,Swiggy,Delivery,Combo,1,433.39,0,433.39,143.1,25,99.68,165.61,Card,34,8,1.71,CUST006720,1,0,,0,1,6,0.63,0
TXN0000200,OT001,13-01-2023,15:57:37,Friday,2023-01,0,0,Swiggy,Delivery,Biryani,2,602.6,51.89,550.71,188.17,37.5,126.66,198.38,UPI,22,11,4.44,CUST045513,0,1,,0,1,6,0.63,0
TXN0000201,OT001,13-01-2023,08:07:23,Friday,2023-01,0,0,Dine-in,Dine-in,Pizza,1,405.27,0,405.27,120.32,22.5,0,262.45,Card,,10,,CUST015849,1,0,4.9,1,1,6,0.63,0
TXN0000202,OT001,13-01-2023,21:29:21,Friday,2023-01,0,0,Swiggy,Delivery,Beverage,3,317.01,0,317.01,66.2,30,72.91,147.9,Card,16,16,1.43,CUST002081,1,0,3.5,0,0,6,0.63,0
TXN0000203,OT001,13-01-2023,10:11:53,Friday,2023-01,0,0,Swiggy,Delivery,Biryani,3,880.02,0,880.02,310.07,56.25,202.4,311.3,UPI,37,8,0.68,CUST015883,1,0,4.7,0,1,6,0.63,0
TXN0000204,OT001,13-01-2023,21:17:03,Friday,2023-01,0,0,Zomato,Delivery,Dessert,2,319.56,0,319.56,92.02,25,79.89,122.65,UPI,25,16,4.99,CUST006560,0,1,3.9,0,0,6,0.63,0
TXN0000205,OT001,13-01-2023,21:04:41,Friday,2023-01,0,0,Zomato,Delivery,Dessert,2,292.43,0,292.43,77.89,25,73.11,116.43,UPI,31,11,2.33,CUST043130,0,1,,0,0,6,0.63,0
TXN0000206,OT001,13-01-2023,10:03:50,Friday,2023-01,0,0,Zomato,Delivery,Burger,2,455.94,0,455.94,146.75,30,113.98,165.21,UPI,29,9,5.34,CUST028113,1,0,,0,0,6,0.63,1
TXN0000207,OT001,13-01-2023,20:45:47,Friday,2023-01,0,0,Swiggy,Delivery,Burger,1,233.58,0,233.58,71.36,15,53.72,93.5,Card,35,9,1.77,CUST007236,1,0,,0,0,6,0.63,0
TXN0000208,OT001,13-01-2023,11:33:47,Friday,2023-01,0,0,WhatsApp,Takeaway,Pizza,2,770.46,0,770.46,225.06,45,15.41,484.99,UPI,,13,,CUST003787,0,1,,1,0,6,0.63,0
TXN0000209,OT001,13-01-2023,21:38:52,Friday,2023-01,0,0,Swiggy,Delivery,Combo,2,948.08,0,948.08,320.37,50,218.06,359.65,Wallet,36,11,5.09,CUST005731,0,1,4.4,1,0,6,0.63,1
TXN0000210,OT001,13-01-2023,10:34:39,Friday,2023-01,0,0,Swiggy,Delivery,Biryani,2,714.55,132.26,582.29,201.68,37.5,133.93,209.18,Card,23,9,5.52,CUST021293,1,0,4.7,0,0,6,0.63,0
TXN0000211,OT001,13-01-2023,12:23:50,Friday,2023-01,0,0,Dine-in,Dine-in,Biryani,2,590.63,0,590.63,203.22,37.5,0,349.91,Cash,,17,,CUST001628,0,1,3.4,0,0,6,0.63,0
TXN0000212,OT001,13-01-2023,18:40:01,Friday,2023-01,0,0,Zomato,Delivery,Burger,2,430.71,0,430.71,131.27,30,107.68,161.76,UPI,28,10,4.89,CUST004604,0,1,3.9,0,0,6,0.63,0
TXN0000213,OT001,13-01-2023,09:33:24,Friday,2023-01,0,0,Zomato,Delivery,Pizza,3,1226.8,0,1226.8,359.05,67.5,306.7,493.55,UPI,20,12,1.86,CUST014623,0,1,4.7,1,0,6,0.63,0
TXN0000214,OT001,13-01-2023,10:29:56,Friday,2023-01,0,0,Zomato,Delivery,Biryani,2,690.54,124.21,566.33,201.56,37.5,141.58,185.69,UPI,41,23,6.49,CUST029704,0,1,,0,0,6,0.63,0
TXN0000215,OT001,13-01-2023,18:45:08,Friday,2023-01,0,0,Zomato,Delivery,Burger,3,610.82,0,610.82,193.83,45,152.71,219.28,UPI,15,22,3.17,CUST020471,0,1,,1,0,6,0.63,0
TXN0000216,OT001,14-01-2023,13:54:16,Saturday,2023-01,1,0,Zomato,Delivery,Combo,2,975.08,0,975.08,317.5,50,243.77,363.81,Card,24,12,2.85,CUST001516,0,1,4.4,0,0,7,0.47,0
TXN0000217,OT001,14-01-2023,22:54:13,Saturday,2023-01,1,0,Zomato,Delivery,Combo,1,459.73,67.69,392.04,124.31,25,98.01,144.72,UPI,28,18,2.36,CUST017298,0,1,,0,1,7,0.47,0
TXN0000218,OT001,14-01-2023,22:28:24,Saturday,2023-01,1,0,Zomato,Delivery,Beverage,1,94.87,0,94.87,18.15,10,23.72,43,UPI,23,14,1.83,CUST005179,1,0,3.9,0,0,7,0.47,0
TXN0000219,OT001,14-01-2023,20:44:00,Saturday,2023-01,1,0,Swiggy,Delivery,Burger,2,461.25,0,461.25,144.75,30,106.09,180.41,UPI,27,14,1.96,CUST028387,0,1,,0,0,7,0.47,0
TXN0000220,OT001,14-01-2023,20:47:31,Saturday,2023-01,1,0,Dine-in,Dine-in,Combo,2,944.07,0,944.07,324.7,50,0,569.37,UPI,,10,,CUST037426,1,0,3.5,0,0,7,0.47,1
TXN0000221,OT001,14-01-2023,18:07:14,Saturday,2023-01,1,0,Zomato,Delivery,Combo,1,501.17,0,501.17,159.42,25,125.29,191.46,UPI,27,13,7.82,CUST021030,1,0,2.6,0,0,7,0.47,0
TXN0000222,OT001,14-01-2023,07:26:53,Saturday,2023-01,1,0,Swiggy,Delivery,Pizza,3,1207.21,0,1207.21,358.93,67.5,277.66,503.12,UPI,35,11,6.63,CUST049113,1,0,,0,1,7,0.47,0
TXN0000223,OT001,14-01-2023,15:19:15,Saturday,2023-01,1,0,Zomato,Delivery,Pizza,2,857.93,137.92,720.01,216.28,45,180,278.73,UPI,31,16,2.61,CUST010365,0,1,,0,0,7,0.47,0
TXN0000224,OT001,14-01-2023,13:42:58,Saturday,2023-01,1,0,Swiggy,Delivery,Beverage,1,90.71,0,90.71,17.66,10,20.86,42.19,Cash,33,19,0.9,CUST033267,1,0,,0,0,7,0.47,0
TXN0000225,OT001,14-01-2023,04:33:57,Saturday,2023-01,1,0,Zomato,Delivery,Dessert,1,151.87,0,151.87,43.72,12.5,37.97,57.68,UPI,24,18,7.15,CUST044230,1,0,,0,0,7,0.47,0
TXN0000226,OT001,14-01-2023,13:23:26,Saturday,2023-01,1,0,Zomato,Delivery,Biryani,1,307.68,26.9,280.78,98.82,18.75,70.19,93.02,Wallet,25,8,2.69,CUST002160,0,1,3.3,0,0,7,0.47,1
TXN0000227,OT001,14-01-2023,19:57:16,Saturday,2023-01,1,0,Zomato,Delivery,Beverage,3,324.95,0,324.95,63.58,30,81.24,150.13,UPI,27,9,6.03,CUST011963,1,0,3.8,0,0,7,0.47,0
TXN0000228,OT001,14-01-2023,21:43:52,Saturday,2023-01,1,0,Zomato,Delivery,Biryani,1,318.07,0,318.07,107.54,18.75,79.52,112.26,UPI,25,12,5.68,CUST030931,0,1,,0,0,7,0.47,1
TXN0000229,OT001,14-01-2023,14:44:32,Saturday,2023-01,1,0,Zomato,Delivery,Biryani,4,1417.94,0,1417.94,473.6,75,354.48,514.86,Card,20,16,1.84,CUST003226,1,0,3.9,0,0,7,0.47,0
TXN0000230,OT001,15-01-2023,17:06:02,Sunday,2023-01,1,0,Dine-in,Dine-in,Beverage,3,319.22,0,319.22,64.94,30,0,224.28,UPI,,18,,CUST011361,0,1,,0,0,6,0.77,0
TXN0000231,OT001,15-01-2023,11:46:41,Sunday,2023-01,1,0,Swiggy,Delivery,Combo,2,954.96,0,954.96,321.84,50,219.64,363.48,Cash,26,8,4.04,CUST027161,1,0,3.7,1,0,6,0.77,0
TXN0000232,OT001,15-01-2023,18:42:52,Sunday,2023-01,1,0,Zomato,Delivery,Burger,1,215.91,50.13,165.78,50.43,15,41.44,58.91,UPI,17,12,4.13,CUST012983,0,1,,0,1,6,0.77,0
TXN0000233,OT001,15-01-2023,12:09:44,Sunday,2023-01,1,0,Dine-in,Dine-in,Beverage,1,101.99,0,101.99,21.19,10,0,70.8,UPI,,9,,CUST048092,1,0,4.8,1,1,6,0.77,0
TXN0000234,OT001,15-01-2023,12:18:25,Sunday,2023-01,1,0,Dine-in,Dine-in,Biryani,1,355,0,355,124.11,18.75,0,212.14,UPI,,17,,CUST038763,1,0,,0,0,6,0.77,0
TXN0000235,OT001,15-01-2023,20:25:34,Sunday,2023-01,1,0,WhatsApp,Takeaway,Dessert,2,290.35,0,290.35,77.57,25,5.81,181.97,Card,,10,,CUST037012,1,0,4.8,0,1,6,0.77,0
TXN0000236,OT001,15-01-2023,11:40:13,Sunday,2023-01,1,0,Swiggy,Delivery,Burger,1,236.19,0,236.19,73.43,15,54.32,93.44,UPI,27,16,4.06,CUST007068,0,1,,0,0,6,0.77,0
