review_id,outlet_id,review_date,platform,rating,review_category,sentiment_score,is_complaint,was_resolved,response_time_hours,archetype
REV0002459,OT008,2023-11-20,Zomato,2,Food Quality,-0.46,1,0,52.0,critical
REV0002460,OT008,2023-04-06,Zomato,2,Value for Money,-0.5,1,1,40.1,critical
REV0002461,OT008,2023-11-02,Google,3,Food Quality,0.02,0,0,,critical
REV0002462,OT008,2024-03-10,Swiggy,3,Food Quality,0.1,0,0,,critical
REV0002463,OT008,2023-08-16,Swiggy,2,Packaging,-0.57,1,0,30.0,critical
REV0002464,OT008,2024-02-16,Zomato,3,Food Quality,-0.04,0,0,,critical
REV0002465,OT008,2023-09-28,Swiggy,4,Quantity,0.04,0,0,,critical
REV0002466,OT008,2024-03-15,Zomato,2,Service,-0.4,1,0,38.4,critical
REV0002467,OT008,2024-04-29,Zomato,3,Delivery Speed,-0.07,0,0,,critical
REV0002468,OT008,2023-08-27,Swiggy,3,Delivery Speed,0.02,0,0,,critical
REV0002469,OT008,2023-09-19,Zomato,1,Food Quality,-0.97,1,0,42.9,critical
REV0002470,OT008,2023-06-06,Swiggy,3,Food Quality,-0.0,0,0,,critical
REV0002471,OT008,2024-05-30,Google,3,Food Quality,0.1,0,0,,critical
REV0002472,OT008,2023-06-02,Swiggy,4,Service,0.49,0,0,,critical
REV0002473,OT008,2024-03-20,Swiggy,3,Packaging,0.11,0,0,,critical
REV0002474,OT008,2023-07-10,Swiggy,4,Delivery Speed,0.53,0,0,,critical
REV0002475,OT008,2024-02-27,Zomato,3,Delivery Speed,-0.05,0,0,,critical
REV0002476,OT008,2024-03-27,Direct,3,Packaging,-0.01,0,0,,critical
REV0002477,OT008,2023-11-09,Swiggy,3,Delivery Speed,-0.19,0,0,,critical
REV0002478,OT008,2023-11-19,Swiggy,2,Food Quality,-0.28,1,0,34.0,critical
REV0002479,OT008,2023-12-03,Direct,4,Delivery Speed,0.29,0,0,,critical
REV0002480,OT008,2023-08-11,Zomato,2,Delivery Speed,-0.39,1,0,43.3,critical
REV0002481,OT008,2023-03-02,Google,3,Service,-0.22,0,0,,critical
REV0002482,OT008,2023-03-04,Swiggy,3,Food Quality,0.16,0,0,,critical
REV0002483,OT008,2023-06-18,Swiggy,3,Food Quality,0.06,0,0,,critical
REV0002484,OT008,2023-07-20,Zomato,4,Food Quality,0.55,0,0,,critical
REV0002485,OT008,2024-04-20,Zomato,3,Delivery Speed,0.06,0,0,,critical
REV0002486,OT008,2024-03-04,Swiggy,3,Packaging,-0.07,0,0,,critical
REV0002487,OT008,2023-06-11,Swiggy,3,Food Quality,0.03,0,0,,critical
REV0002488,OT008,2024-01-11,Direct,2,Food Quality,-0.73,1,0,47.5,critical
REV0002489,OT008,2024-05-20,Direct,2,Food Quality,-0.66,1,1,49.9,critical
REV0002490,OT008,2023-08-05,Zomato,2,Delivery Speed,-0.17,1,0,39.0,critical
REV0002491,OT008,2024-02-11,Swiggy,4,Food Quality,0.51,0,0,,critical
REV0002492,OT008,2023-11-05,Zomato,1,Service,-0.99,1,0,36.6,critical
REV0002493,OT008,2024-05-10,Swiggy,3,Quantity,-0.33,0,0,,critical
REV0002494,OT008,2023-07-23,Zomato,2,Food Quality,-0.49,1,1,42.5,critical
REV0002495,OT008,2023-04-06,Swiggy,2,Food Quality,-0.17,1,0,47.3,critical
REV0002496,OT008,2023-11-28,Swiggy,2,Service,-0.55,1,1,28.2,critical
REV0002497,OT008,2023-04-16,Zomato,4,Service,0.52,0,0,,critical
REV0002498,OT008,2023-11-07,Swiggy,4,Service,0.6,0,0,,critical
REV0002499,OT008,2024-01-27,Zomato,3,Delivery Speed,0.1,0,0,,critical
REV0002500,OT008,2023-07-14,Zomato,2,Delivery Speed,-0.47,1,1,32.7,critical
REV0002501,OT008,2024-02-23,Swiggy,5,Quantity,0.9,0,0,,critical
REV0002502,OT008,2023-04-21,Google,2,Service,-0.6,1,1,48.0,critical
REV0002503,OT008,2024-04-14,Zomato,3,Quantity,0.04,0,0,,critical
REV0002504,OT008,2024-02-27,Zomato,2,Delivery Speed,-0.58,1,1,38.5,critical
REV0002505,OT008,2023-01-12,Zomato,3,Food Quality,0.0,0,0,,critical
REV0002506,OT008,2023-07-05,Google,2,Packaging,-0.52,1,0,30.3,critical
REV0002507,OT008,2023-04-21,Zomato,3,Quantity,-0.27,0,0,,critical
REV0002508,OT008,2024-04-01,Zomato,4,Delivery Speed,0.57,0,0,,critical
REV0002509,OT008,2023-11-08,Google,2,Food Quality,-0.41,1,0,45.3,critical
REV0002510,OT008,2023-03-07,Google,3,Delivery Speed,0.26,0,0,,critical
REV0002511,OT008,2023-05-28,Swiggy,3,Value for Money,0.12,0,0,,critical
REV0002512,OT008,2023-06-02,Swiggy,3,Value for Money,-0.06,0,0,,critical
REV0002513,OT008,2023-01-08,Swiggy,4,Packaging,0.58,0,0,,critical
REV0002514,OT008,2023-11-01,Google,2,Delivery Speed,-0.37,1,0,40.7,critical
REV0002515,OT008,2024-04-15,Google,3,Service,-0.03,0,0,,critical
REV0002516,OT008,2024-06-04,Google,4,Food Quality,0.18,0,0,,critical
REV0002517,OT008,2024-01-10,Zomato,3,Food Quality,0.09,0,0,,critical
REV0002518,OT008,2024-06-09,Swiggy,2,Food Quality,-0.73,1,0,60.7,critical
REV0002519,OT008,2024-04-24,Zomato,1,Delivery Speed,-1.0,1,1,24.8,critical
REV0002520,OT008,2023-08-13,Zomato,2,Food Quality,-0.79,1,0,36.5,critical
REV0002521,OT008,2023-09-08,Swiggy,3,Food Quality,0.08,0,0,,critical
REV0002522,OT008,2023-09-11,Zomato,4,Value for Money,0.61,0,0,,critical
REV0002523,OT008,2023-12-05,Direct,3,Packaging,0.09,0,0,,critical
REV0002524,OT008,2023-11-13,Zomato,3,Food Quality,0.22,0,0,,critical
REV0002525,OT008,2023-03-13,Zomato,5,Food Quality,0.77,0,0,,critical
REV0002526,OT008,2023-04-19,Google,3,Food Quality,0.01,0,0,,critical
REV0002527,OT008,2024-01-09,Swiggy,2,Packaging,-0.6,1,0,31.2,critical
REV0002528,OT008,2023-02-27,Zomato,2,Delivery Speed,-0.27,1,0,39.8,critical
REV0002529,OT008,2023-06-01,Zomato,3,Food Quality,0.1,0,0,,critical
REV0002530,OT008,2023-06-16,Swiggy,4,Quantity,0.57,0,0,,critical
REV0002531,OT008,2024-06-12,Google,2,Food Quality,-0.55,1,0,37.6,critical
REV0002532,OT008,2023-02-26,Google,2,Quantity,-0.65,1,1,28.3,critical
REV0002533,OT008,2023-07-29,Google,3,Service,0.19,0,0,,critical
REV0002534,OT008,2023-09-11,Zomato,3,Delivery Speed,-0.18,0,0,,critical
REV0002535,OT008,2023-04-03,Google,3,Service,-0.36,0,0,,critical
REV0002536,OT008,2023-06-14,Swiggy,4,Food Quality,0.71,0,0,,critical
REV0002537,OT008,2023-09-04,Swiggy,4,Food Quality,0.25,0,0,,critical
REV0002538,OT008,2023-09-26,Swiggy,4,Food Quality,0.46,0,0,,critical
REV0002539,OT008,2024-01-12,Zomato,3,Delivery Speed,-0.17,0,0,,critical
REV0002540,OT008,2023-06-28,Zomato,4,Delivery Speed,0.57,0,0,,critical
REV0002541,OT008,2023-01-18,Zomato,4,Service,0.53,0,0,,critical
REV0002542,OT008,2023-07-29,Zomato,3,Delivery Speed,0.18,0,0,,critical
REV0002543,OT008,2023-03-09,Google,4,Food Quality,0.19,0,0,,critical
REV0002544,OT008,2024-05-17,Google,2,Packaging,-0.33,1,0,34.8,critical
REV0002545,OT008,2023-03-12,Swiggy,2,Quantity,-0.56,1,0,23.1,critical
REV0002546,OT008,2023-02-03,Google,2,Packaging,-0.31,1,0,26.1,critical
REV0002547,OT008,2024-03-07,Swiggy,4,Value for Money,0.11,0,0,,critical
REV0002548,OT008,2024-03-16,Direct,3,Food Quality,0.03,0,0,,critical
REV0002549,OT008,2023-04-26,Swiggy,2,Delivery Speed,-0.48,1,0,46.4,critical
REV0002550,OT008,2023-11-21,Swiggy,3,Food Quality,0.36,0,0,,critical
REV0002551,OT008,2023-10-28,Zomato,1,Packaging,-1.0,1,0,45.7,critical
REV0002552,OT008,2023-09-21,Zomato,2,Packaging,-0.79,1,1,35.4,critical
REV0002553,OT008,2023-03-19,Swiggy,2,Food Quality,-0.51,1,1,27.5,critical
REV0002554,OT008,2024-02-29,Google,4,Packaging,0.38,0,0,,critical
REV0002555,OT008,2023-03-08,Zomato,2,Delivery Speed,-0.72,1,0,38.9,critical
REV0002556,OT008,2024-01-06,Zomato,4,Packaging,0.55,0,0,,critical
REV0002557,OT008,2023-02-27,Swiggy,3,Food Quality,0.08,0,0,,critical
REV0002558,OT008,2023-07-25,Swiggy,3,Packaging,0.09,0,0,,critical
REV0002559,OT008,2024-05-17,Swiggy,2,Food Quality,-0.63,1,1,40.6,critical
REV0002560,OT008,2023-08-01,Zomato,1,Food Quality,-0.62,1,1,41.5,critical
REV0002561,OT008,2024-04-25,Google,3,Service,0.01,0,0,,critical
REV0002562,OT008,2023-04-05,Google,1,Food Quality,-1.0,1,1,35.8,critical
REV0002563,OT008,2023-07-27,Zomato,2,Delivery Speed,-0.42,1,1,40.6,critical
REV0002564,OT008,2023-07-24,Zomato,2,Delivery Speed,-0.51,1,1,37.4,critical
REV0002565,OT008,2024-01-23,Zomato,4,Delivery Speed,0.37,0,0,,critical
REV0002566,OT008,2023-10-18,Swiggy,4,Food Quality,0.52,0,0,,critical
REV0002567,OT008,2023-09-19,Zomato,3,Delivery Speed,0.24,0,0,,critical
REV0002568,OT008,2023-04-23,Google,4,Food Quality,0.28,0,0,,critical
REV0002569,OT008,2024-04-12,Zomato,2,Food Quality,-0.54,1,1,43.9,critical
REV0002570,OT008,2024-05-24,Zomato,4,Packaging,0.56,0,0,,critical
REV0002571,OT008,2024-01-03,Zomato,3,Food Quality,0.07,0,0,,critical
REV0002572,OT008,2024-02-19,Zomato,4,Food Quality,0.75,0,0,,critical
REV0002573,OT008,2024-05-31,Swiggy,3,Food Quality,-0.03,0,0,,critical
REV0002574,OT008,2023-12-30,Zomato,2,Packaging,-0.67,1,1,33.6,critical
REV0002575,OT008,2023-07-31,Swiggy,4,Quantity,0.51,0,0,,critical
REV0002576,OT008,2023-09-16,Zomato,4,Food Quality,0.43,0,0,,critical
REV0002577,OT008,2023-05-15,Direct,3,Food Quality,-0.1,0,0,,critical
REV0002578,OT008,2024-05-30,Swiggy,3,Packaging,-0.09,0,0,,critical
REV0002579,OT008,2024-01-17,Zomato,4,Food Quality,0.47,0,0,,critical
REV0002580,OT008,2023-06-28,Swiggy,3,Service,-0.04,0,0,,critical
REV0002581,OT008,2023-01-28,Zomato,3,Delivery Speed,0.03,0,0,,critical
REV0002582,OT008,2023-02-04,Swiggy,3,Quantity,-0.0,0,0,,critical
REV0002583,OT008,2023-01-03,Direct,2,Packaging,-0.21,1,1,20.8,critical
REV0002584,OT008,2024-02-10,Swiggy,2,Food Quality,-0.67,1,1,60.6,critical
REV0002585,OT009,2023-10-31,Direct,2,Food Quality,-0.35,1,1,30.2,struggling
REV0002586,OT009,2024-05-12,Zomato,4,Food Quality,0.52,0,0,,struggling
REV0002587,OT009,2023-11-05,Zomato,4,Food Quality,0.35,0,0,,struggling
REV0002588,OT009,2024-01-15,Swiggy,4,Delivery Speed,0.43,0,0,,struggling
REV0002589,OT009,2023-10-16,Google,3,Food Quality,-0.04,0,0,,struggling
REV0002590,OT009,2023-04-17,Zomato,5,Delivery Speed,1.0,0,0,,struggling
REV0002591,OT009,2023-02-01,Google,4,Service,0.44,0,0,,struggling
REV0002592,OT009,2023-01-02,Zomato,3,Food Quality,0.19,0,0,,struggling
REV0002593,OT009,2023-08-14,Zomato,3,Food Quality,0.06,0,0,,struggling
REV0002594,OT009,2023-04-25,Google,3,Delivery Speed,0.09,0,0,,struggling
REV0002595,OT009,2023-04-01,Swiggy,4,Delivery Speed,0.55,0,0,,struggling
REV0002596,OT009,2023-01-04,Zomato,4,Packaging,0.92,0,0,,struggling
REV0002597,OT009,2024-05-19,Swiggy,4,Packaging,0.45,0,0,,struggling
REV0002598,OT009,2023-11-03,Direct,3,Service,0.22,0,0,,struggling
REV0002599,OT009,2024-01-15,Swiggy,4,Food Quality,0.5,0,0,,struggling
REV0002600,OT009,2023-02-20,Swiggy,3,Food Quality,0.13,0,0,,struggling
REV0002601,OT009,2023-06-03,Zomato,3,Delivery Speed,0.06,0,0,,struggling
REV0002602,OT009,2023-03-05,Direct,4,Food Quality,0.4,0,0,,struggling
REV0002603,OT009,2023-04-26,Swiggy,5,Quantity,0.88,0,0,,struggling
REV0002604,OT009,2023-12-07,Zomato,3,Delivery Speed,0.04,0,0,,struggling
REV0002605,OT009,2023-02-12,Google,3,Food Quality,-0.04,0,0,,struggling
REV0002606,OT009,2023-10-10,Google,4,Delivery Speed,0.36,0,0,,struggling
REV0002607,OT009,2023-10-24,Google,3,Food Quality,0.04,0,0,,struggling
REV0002608,OT009,2023-09-21,Swiggy,3,Quantity,-0.01,0,0,,struggling
REV0002609,OT009,2023-11-03,Zomato,3,Food Quality,0.11,0,0,,struggling
REV0002610,OT009,2023-06-14,Swiggy,3,Delivery Speed,0.03,0,0,,struggling
REV0002611,OT009,2023-02-03,Zomato,4,Delivery Speed,0.64,0,0,,struggling
REV0002612,OT009,2024-05-11,Swiggy,3,Food Quality,0.2,0,0,,struggling
REV0002613,OT009,2023-06-13,Swiggy,4,Delivery Speed,0.33,0,0,,struggling
REV0002614,OT009,2024-04-17,Swiggy,3,Quantity,-0.03,0,0,,struggling
REV0002615,OT009,2024-05-21,Swiggy,4,Service,0.38,0,0,,struggling
REV0002616,OT009,2024-02-11,Google,4,Packaging,0.45,0,0,,struggling
REV0002617,OT009,2023-08-13,Google,4,Value for Money,0.37,0,0,,struggling
REV0002618,OT009,2024-01-22,Google,4,Packaging,0.58,0,0,,struggling
REV0002619,OT009,2023-04-16,Zomato,4,Food Quality,0.74,0,0,,struggling
REV0002620,OT009,2024-01-10,Swiggy,3,Service,0.04,0,0,,struggling
REV0002621,OT009,2024-01-03,Google,4,Quantity,0.54,0,0,,struggling
REV0002622,OT009,2024-02-08,Zomato,4,Delivery Speed,0.37,0,0,,struggling
REV0002623,OT009,2023-07-26,Zomato,4,Quantity,0.6,0,0,,struggling
REV0002624,OT009,2023-03-17,Zomato,4,Food Quality,0.69,0,0,,struggling
REV0002625,OT009,2023-07-22,Zomato,4,Delivery Speed,0.52,0,0,,struggling
REV0002626,OT009,2023-04-16,Zomato,5,Food Quality,0.97,0,0,,struggling
REV0002627,OT009,2024-05-24,Swiggy,5,Food Quality,1.0,0,0,,struggling
REV0002628,OT009,2023-07-11,Zomato,3,Food Quality,0.18,0,0,,struggling
REV0002629,OT009,2024-03-28,Zomato,4,Food Quality,0.34,0,0,,struggling
REV0002630,OT009,2023-06-18,Swiggy,3,Delivery Speed,0.34,0,0,,struggling
REV0002631,OT009,2023-10-13,Zomato,4,Food Quality,0.53,0,0,,struggling
REV0002632,OT009,2023-05-28,Swiggy,4,Food Quality,0.53,0,0,,struggling
REV0002633,OT009,2023-08-09,Swiggy,4,Packaging,0.75,0,0,,struggling
REV0002634,OT009,2024-01-30,Direct,4,Packaging,0.42,0,0,,struggling
REV0002635,OT009,2023-10-29,Google,4,Quantity,0.6,0,0,,struggling
REV0002636,OT009,2023-08-02,Swiggy,4,Packaging,0.43,0,0,,struggling
REV0002637,OT009,2023-12-15,Swiggy,4,Service,0.52,0,0,,struggling
REV0002638,OT009,2024-05-03,Google,5,Delivery Speed,0.97,0,0,,struggling
REV0002639,OT009,2023-02-25,Zomato,4,Quantity,0.38,0,0,,struggling
REV0002640,OT009,2023-04-09,Swiggy,4,Service,0.36,0,0,,struggling
REV0002641,OT009,2023-12-17,Swiggy,3,Food Quality,-0.08,0,0,,struggling
REV0002642,OT009,2023-04-10,Direct,4,Food Quality,0.45,0,0,,struggling
REV0002643,OT009,2023-04-30,Google,5,Service,1.0,0,0,,struggling
REV0002644,OT009,2023-03-19,Zomato,4,Food Quality,0.75,0,0,,struggling
REV0002645,OT009,2024-02-27,Swiggy,4,Service,0.52,0,0,,struggling
REV0002646,OT009,2023-07-19,Zomato,3,Food Quality,0.07,0,0,,struggling
REV0002647,OT009,2023-04-09,Zomato,3,Delivery Speed,0.1,0,0,,struggling
REV0002648,OT009,2024-04-09,Direct,3,Value for Money,-0.17,0,0,,struggling
REV0002649,OT009,2023-04-24,Swiggy,5,Food Quality,1.0,0,0,,struggling
REV0002650,OT009,2023-08-12,Google,4,Food Quality,0.61,0,0,,struggling
REV0002651,OT009,2023-10-20,Swiggy,2,Quantity,-0.42,1,1,17.5,struggling
REV0002652,OT009,2023-06-27,Swiggy,3,Service,0.01,0,0,,struggling
REV0002653,OT009,2024-06-16,Zomato,4,Food Quality,0.72,0,0,,struggling
REV0002654,OT009,2023-06-20,Google,3,Service,-0.03,0,0,,struggling
REV0002655,OT009,2023-08-08,Swiggy,3,Packaging,0.1,0,0,,struggling
REV0002656,OT009,2023-08-15,Zomato,5,Packaging,1.0,0,0,,struggling
REV0002657,OT009,2023-03-22,Google,3,Packaging,-0.27,0,0,,struggling
REV0002658,OT009,2023-03-10,Zomato,3,Quantity,0.04,0,0,,struggling
REV0002659,OT009,2024-02-09,Google,3,Food Quality,-0.03,0,0,,struggling
REV0002660,OT009,2024-06-14,Zomato,3,Food Quality,0.11,0,0,,struggling
REV0002661,OT009,2024-03-12,Zomato,3,Delivery Speed,-0.08,0,0,,struggling
REV0002662,OT009,2023-01-02,Direct,3,Service,-0.0,0,0,,struggling
REV0002663,OT009,2024-02-05,Google,3,Packaging,-0.09,0,0,,struggling
REV0002664,OT009,2023-10-28,Zomato,1,Food Quality,-1.0,1,1,30.7,struggling
REV0002665,OT009,2023-05-10,Zomato,3,Delivery Speed,-0.16,0,0,,struggling
REV0002666,OT009,2024-02-06,Zomato,4,Quantity,0.34,0,0,,struggling
REV0002667,OT009,2023-10-03,Swiggy,3,Delivery Speed,0.18,0,0,,struggling
REV0002668,OT009,2024-02-09,Google,5,Food Quality,0.72,0,0,,struggling
REV0002669,OT009,2024-02-09,Swiggy,4,Food Quality,0.43,0,0,,struggling
REV0002670,OT009,2023-04-15,Google,4,Packaging,0.48,0,0,,struggling
REV0002671,OT009,2023-05-11,Google,4,Food Quality,0.68,0,0,,struggling
REV0002672,OT009,2023-08-07,Swiggy,5,Packaging,1.0,0,0,,struggling
REV0002673,OT009,2023-01-27,Direct,4,Delivery Speed,0.57,0,0,,struggling
REV0002674,OT009,2023-11-01,Swiggy,3,Packaging,-0.1,0,0,,struggling
REV0002675,OT009,2023-02-21,Swiggy,3,Value for Money,0.31,0,0,,struggling
REV0002676,OT009,2023-03-14,Zomato,4,Quantity,0.35,0,0,,struggling
REV0002677,OT009,2023-12-31,Direct,4,Delivery Speed,0.37,0,0,,struggling
REV0002678,OT009,2023-06-27,Swiggy,4,Food Quality,0.66,0,0,,struggling
REV0002679,OT009,2024-02-28,Swiggy,4,Food Quality,0.52,0,0,,struggling
REV0002680,OT009,2024-02-03,Zomato,4,Delivery Speed,0.29,0,0,,struggling
REV0002681,OT009,2023-11-02,Swiggy,3,Packaging,-0.21,0,0,,struggling
REV0002682,OT009,2023-09-26,Google,5,Food Quality,0.83,0,0,,struggling
REV0002683,OT009,2023-05-29,Direct,3,Quantity,0.26,0,0,,struggling
REV0002684,OT009,2023-06-30,Google,2,Food Quality,-0.5,1,1,33.9,struggling
REV0002685,OT009,2023-01-09,Direct,5,Food Quality,1.0,0,0,,struggling
REV0002686,OT009,2024-01-15,Zomato,4,Food Quality,0.57,0,0,,struggling
REV0002687,OT009,2024-03-07,Google,4,Delivery Speed,0.59,0,0,,struggling
REV0002688,OT009,2023-06-11,Google,4,Food Quality,0.44,0,0,,struggling
REV0002689,OT009,2023-02-11,Swiggy,4,Service,0.66,0,0,,struggling
REV0002690,OT009,2024-05-01,Swiggy,5,Delivery Speed,1.0,0,0,,struggling
REV0002691,OT009,2024-04-04,Swiggy,3,Food Quality,0.08,0,0,,struggling
REV0002692,OT009,2024-01-05,Google,3,Food Quality,-0.05,0,0,,struggling
REV0002693,OT009,2023-03-23,Google,4,Food Quality,0.6,0,0,,struggling
REV0002694,OT009,2023-05-10,Swiggy,4,Delivery Speed,0.58,0,0,,struggling
REV0002695,OT009,2023-08-07,Direct,2,Delivery Speed,-0.47,1,0,29.8,struggling
REV0002696,OT009,2024-04-06,Direct,3,Packaging,0.19,0,0,,struggling
REV0002697,OT009,2023-08-28,Zomato,4,Delivery Speed,0.55,0,0,,struggling
REV0002698,OT009,2023-08-06,Swiggy,3,Packaging,-0.11,0,0,,struggling
REV0002699,OT009,2024-06-12,Zomato,4,Delivery Speed,0.65,0,0,,struggling
REV0002700,OT009,2024-02-11,Zomato,3,Food Quality,-0.24,0,0,,struggling
REV0002701,OT009,2023-12-07,Direct,4,Packaging,0.42,0,0,,struggling
REV0002702,OT009,2024-01-15,Zomato,4,Food Quality,0.39,0,0,,struggling
REV0002703,OT009,2023-04-01,Zomato,3,Packaging,0.04,0,0,,struggling
REV0002704,OT009,2024-04-16,Swiggy,5,Delivery Speed,1.0,0,0,,struggling
REV0002705,OT009,2023-03-09,Zomato,3,Packaging,-0.02,0,0,,struggling
REV0002706,OT009,2023-01-21,Zomato,3,Delivery Speed,-0.05,0,0,,struggling
REV0002707,OT009,2023-01-30,Zomato,4,Food Quality,0.35,0,0,,struggling
REV0002708,OT009,2023-08-12,Swiggy,3,Quantity,-0.31,0,0,,struggling
REV0002709,OT009,2023-11-15,Swiggy,3,Service,0.04,0,0,,struggling
REV0002710,OT009,2023-12-25,Zomato,3,Quantity,0.31,0,0,,struggling
REV0002711,OT009,2023-07-09,Google,5,Food Quality,1.0,0,0,,struggling
REV0002712,OT009,2024-06-19,Swiggy,3,Quantity,0.22,0,0,,struggling
REV0002713,OT009,2023-04-05,Zomato,4,Quantity,0.52,0,0,,struggling
REV0002714,OT009,2023-03-21,Swiggy,3,Food Quality,-0.02,0,0,,struggling
REV0002715,OT009,2023-04-24,Google,4,Food Quality,0.1,0,0,,struggling
REV0002716,OT009,2023-03-02,Zomato,3,Service,0.12,0,0,,struggling
REV0002717,OT009,2023-07-07,Google,4,Food Quality,0.37,0,0,,struggling
REV0002718,OT009,2023-10-10,Zomato,2,Food Quality,-0.21,1,1,19.4,struggling
REV0002719,OT009,2024-05-11,Zomato,3,Delivery Speed,-0.29,0,0,,struggling
REV0002720,OT009,2024-04-26,Google,3,Value for Money,0.25,0,0,,struggling
REV0002721,OT009,2023-05-15,Swiggy,4,Food Quality,0.51,0,0,,struggling
REV0002722,OT009,2024-02-09,Swiggy,5,Delivery Speed,0.95,0,0,,struggling
REV0002723,OT009,2023-01-06,Zomato,2,Delivery Speed,-0.32,1,0,27.1,struggling
REV0002724,OT009,2023-09-07,Zomato,4,Food Quality,0.2,0,0,,struggling
REV0002725,OT009,2023-02-24,Swiggy,4,Food Quality,0.36,0,0,,struggling
REV0002726,OT009,2024-02-12,Google,3,Delivery Speed,-0.21,0,0,,struggling
REV0002727,OT009,2024-04-08,Swiggy,3,Food Quality,-0.07,0,0,,struggling
REV0002728,OT009,2024-03-07,Direct,4,Delivery Speed,0.49,0,0,,struggling
REV0002729,OT009,2023-01-06,Direct,3,Food Quality,-0.02,0,0,,struggling
REV0002730,OT009,2023-08-31,Zomato,4,Quantity,0.47,0,0,,struggling
REV0002731,OT009,2023-11-03,Swiggy,4,Delivery Speed,0.53,0,0,,struggling
REV0002732,OT009,2023-04-02,Zomato,5,Value for Money,0.88,0,0,,struggling
REV0002733,OT009,2024-04-27,Swiggy,4,Delivery Speed,0.54,0,0,,struggling
REV0002734,OT009,2023-02-11,Swiggy,3,Service,0.31,0,0,,struggling
REV0002735,OT009,2024-04-11,Swiggy,4,Service,0.6,0,0,,struggling
REV0002736,OT009,2023-04-19,Zomato,3,Service,0.01,0,0,,struggling
REV0002737,OT009,2023-08-19,Swiggy,4,Packaging,0.67,0,0,,struggling
REV0002738,OT009,2023-07-16,Swiggy,4,Delivery Speed,0.58,0,0,,struggling
REV0002739,OT009,2023-11-26,Google,3,Value for Money,0.19,0,0,,struggling
REV0002740,OT009,2024-03-15,Swiggy,5,Food Quality,1.0,0,0,,struggling
REV0002741,OT009,2024-04-30,Zomato,3,Value for Money,0.09,0,0,,struggling
REV0002742,OT009,2024-01-04,Google,3,Packaging,0.21,0,0,,struggling
REV0002743,OT009,2023-05-11,Swiggy,3,Service,0.08,0,0,,struggling
REV0002744,OT009,2023-11-10,Swiggy,3,Food Quality,-0.06,0,0,,struggling
REV0002745,OT009,2023-01-20,Swiggy,3,Delivery Speed,0.03,0,0,,struggling
REV0002746,OT009,2024-04-20,Swiggy,3,Food Quality,-0.01,0,0,,struggling
REV0002747,OT009,2024-01-28,Zomato,3,Food Quality,-0.1,0,0,,struggling
REV0002748,OT009,2024-01-23,Swiggy,5,Food Quality,0.92,0,0,,struggling
REV0002749,OT009,2023-02-10,Google,3,Delivery Speed,0.0,0,0,,struggling
REV0002750,OT009,2023-05-19,Zomato,3,Packaging,-0.07,0,0,,struggling
REV0002751,OT009,2024-06-09,Zomato,2,Food Quality,-0.65,1,1,17.9,struggling
REV0002752,OT009,2023-02-23,Google,4,Value for Money,0.72,0,0,,struggling
REV0002753,OT009,2023-03-27,Zomato,3,Delivery Speed,0.08,0,0,,struggling
REV0002754,OT009,2023-07-17,Google,4,Quantity,0.53,0,0,,struggling
REV0002755,OT009,2023-10-05,Zomato,3,Packaging,-0.21,0,0,,struggling
REV0002756,OT009,2024-05-17,Zomato,4,Delivery Speed,0.34,0,0,,struggling
REV0002757,OT009,2023-11-01,Direct,4,Service,0.68,0,0,,struggling
REV0002758,OT009,2023-01-16,Swiggy,3,Food Quality,-0.18,0,0,,struggling
REV0002759,OT009,2023-02-11,Zomato,4,Packaging,0.43,0,0,,struggling
REV0002760,OT009,2023-03-20,Google,4,Value for Money,0.38,0,0,,struggling
REV0002761,OT009,2024-03-04,Google,3,Food Quality,-0.0,0,0,,struggling
REV0002762,OT009,2024-03-12,Swiggy,3,Food Quality,-0.23,0,0,,struggling
REV0002763,OT009,2023-08-20,Zomato,2,Food Quality,-0.51,1,1,29.5,struggling
REV0002764,OT009,2023-03-06,Swiggy,4,Packaging,0.65,0,0,,struggling
REV0002765,OT009,2024-03-19,Google,2,Quantity,-0.39,1,1,50.3,struggling
REV0002766,OT009,2023-01-04,Zomato,4,Delivery Speed,0.48,0,0,,struggling
REV0002767,OT009,2024-05-08,Swiggy,3,Delivery Speed,0.14,0,0,,struggling
REV0002768,OT009,2023-11-17,Google,3,Service,0.09,0,0,,struggling
REV0002769,OT009,2023-10-21,Google,3,Food Quality,-0.19,0,0,,struggling
REV0002770,OT009,2024-04-04,Zomato,3,Food Quality,0.03,0,0,,struggling
REV0002771,OT009,2023-06-25,Zomato,4,Food Quality,0.39,0,0,,struggling
REV0002772,OT009,2023-11-25,Zomato,3,Delivery Speed,-0.07,0,0,,struggling
REV0002773,OT009,2023-12-07,Google,4,Food Quality,0.56,0,0,,struggling
REV0002774,OT009,2023-03-29,Zomato,3,Delivery Speed,-0.07,0,0,,struggling
REV0002775,OT009,2023-05-17,Zomato,3,Food Quality,0.21,0,0,,struggling
REV0002776,OT009,2024-05-10,Direct,4,Delivery Speed,0.61,0,0,,struggling
REV0002777,OT009,2024-01-11,Swiggy,3,Value for Money,-0.04,0,0,,struggling
REV0002778,OT009,2023-11-07,Swiggy,3,Food Quality,0.29,0,0,,struggling
REV0002779,OT009,2023-03-29,Direct,4,Food Quality,0.43,0,0,,struggling
REV0002780,OT009,2023-05-03,Zomato,4,Delivery Speed,0.43,0,0,,struggling
